bigram,frequency
jam dalam,1
dalam minggu,1
minggu parah,1
parah bed,1
bener sihb,1
banget makan,1
buta doang,1
gilir tidak,1
tidak pke,1
pke helm,1
helm pas,1
pas tikung,1
tikung sudah,1
sudah bae,1
bae yang,1
yang nyegat,1
nyegat nilang,1
iya hedeh,1
hedeh hedeh,1
hujan terang,1
tilang dimintain,1
dimintain uang,1
hebat lagi,1
lagi pungli,1
pungli besarbesaran,1
besarbesaran ramai,1
ramai yang,1
yang dalam,1
dalam kantor,1
kantor polresta,1
pinang bangka,1
belitung kantor,1
kantor loh,1
loh luar,1
luar korban,1
korban orang,1
orang hitung,1
hitung saja,1
orang polisi,1
yang libat,1
libat bnyak,1
orang jadi,1
jadi oknum,1
oknum tapi,1
tapi memang,1
nya polresta,1
pinang provinsi,1
provinsi pulau,1
pulau bangka,1
bang pelan,1
pelan kasih,1
kasih fakta,1
rill tsunami,1
fakta tidak,1
tidak bendung,1
polisi nyrik,1
nyrik heker,1
heker tukang,1
tukang intimidasi,1
intimidasi beking,1
beking usaha,1
usaha top,1
top dunia,1
bener awas,1
awas bang,1
bang takut,1
takut tukang,1
tukang nasi,1
nasi goreng,1
goreng rumah,1
rumah bawa,1
bawa beceng,1
priitt tunjuk,1
tunjuk sim,1
sim stnk,1
stnk salah,1
salah fakta,1
hilang kali,1
kali kendaran,1
kendaran kaga,1
kaga tindak,1
tindak bertahuntahun,1
bertahuntahun ujung,1
ujung ikhlas,1
ikhlas males,1
males lapor,1
silau bang,1
asumsi cerita,1
cerita orang,1
lahh daerah,1
hilang hong,1
kong hilang,1
hilang dopet,1
dopet uang,1
uang ktp,1
ktp hong,1
kong atm,1
atm lapor,1
polisi hong,1
kong kasih,1
kertas lapor,1
hilang ktp,1
atm bikin,1
bikin ktp,1
atm polisi,1
cari tas,1
tas yang,1
hilang tinggal,1
tinggal yang,1
hilang bodoh,1
bodoh kamu,1
nama robot,1
robot ini,1
awok wadidaw,1
rahasia tidak,1
polisi adik,1
adik hilang,1
hilang thn,1
thn fakta,1
polisi uang,1
uang biar,1
biar nyari,1
bikin surat,1
bayar bulan,1
bulan puter,1
puter kalau,1
kalau tindak,1
tindak lanjut,1
lanjut paro,1
paro harga,1
saya nangkap,1
maling lapor,1
jam suruh,1
lepasin maling,1
maling nya,1
nya isilop,1
isilop maling,1
maling biar,1
biar lepas,1
lepas sudah,1
sudah hancur,1
hancur negri,1
minggu saya,1
polisi pas,1
pas pagi,1
pagi potodoang,1
potodoang perepat,1
perepat lngsung,1
lngsung pulanh,1
pulanh haha,1
bener reformasi,1
keluarga peras,1
peras polisi,1
polisi kerjasama,1
kerjasama oknum,1
oknum jabat,1
jabat lurah,1
lurah nuntut,1
nuntut salah,1
salah yang,1
ilang motor,1
motor proses,1
proses sudah,1
seperti ilang,1
ilang mobil,1
hilang temu,1
temu ngambil,1
ngambil palak,1
palak sama,1
sama kanit,1
kanit reskrim,1
reskrim ank,1
ank buah,1
buah mnta,1
mnta duit,1
duit rokok,1
rokok parah,1
parah wes,1
jujur sekalii,1
bener nganter,1
nganter anak,1
nya ngebantu,1
ngebantu nyebrangin,1
nyebrangin anak,1
sekolah asyik,1
asyik foto,1
foto lapor,1
lapor biar,1
kerja sebrangi,1
sebrangi anak,1
fakta yang,1
yang tutup,1
yang tuju,1
kalau institusi,1
tidak kapolri,1
kapolri kapolrian,1
gua bang,1
bang kena,1
kena begal,1
begal syukur,1
syukur tidak,1
tidak diapaapain,1
diapaapain cumn,1
cumn ambil,1
ambil doang,1
doang motor,1
anggota nya,1
nya ngomong,1
ngomong begal,1
begal kaga,1
kaga saksi,1
bner fto,1
fto ngajak,1
ngajak orang,1
yang lagi,1
lagi nongkrong,1
nongkrong poko,1
poko citra,1
citra banget,1
real habis,1
foto pulang,1
pulang ngatur,1
ngatur lalulintas,1
lalulintas pakogah,1
realeated kota,1
kota kaya,1
kaya haha,1
cahaya tuan,1
gitu gausah,1
gausah oknum,1
oknum sudah,1
sudah muak,1
gilak saya,1
saya penah,1
penah fakta,1
elah pake,1
pake jelas,1
jelas memang,1
memang iya,1
iya jadi,1
sudah skenario,1
skenario sandiwara,1
sandiwara contoh,1
contoh grebek,1
grebek cafe,1
cafe tilang,1
tilang tilang,1
tilang maling,1
maling teriak,1
teriak maling,1
maling tawur,1
tawur biar,1
polisi olah,1
olah kerja,1
yang parah,1
parah nyuruh,1
orang ngedarin,1
ngedarin narkoba,1
narkoba yang,1
yang dampak,1
dampak tangkep,1
yang penasaran,1
penasaran narkoba,1
kalau komen,1
komen sesuai,1
sesuai fakta,1
bro kalau,1
tidak gitu,1
gitu mkdal,1
mkdal bro,1
smp suruh,1
motoin kalau,1
empat ngopi,1
ngopi daerah,1
iya lagi,1
lagi anjirr,1
anjirr suruh,1
nyata swperti,1
swperti cari,1
foto bntr,1
bntr dokumen,1
dokumen kirim,1
kirim grup,1
grup polisi,1
bantu mabes,1
tidak mas,1
mas yang,1
mas banyak,1
banyak yang,1
yang bawah,1
bawah ikat,1
ikat yaah,1
yaah system,1
terang banget,1
tuju gua,1
gua pling,1
pling mles,1
mles yang,1
yang nmnya,1
nmnya isi,1
isi lop,1
faktaa bang,1
bener sekalikalau,1
sekalikalau pagi,1
pagi yang,1
jaga lintas,1
lintas pegawai,1
pegawai busway,1
yang diomongin,1
diomongin baca,1
jabarin borok,1
ban nyata,1
nyata hmm,1
hmm syulit,1
terang cahaya,1
cahaya ilahi,1
banget mending,1
mending dari,1
dari nangjap,1
nangjap bjorka,1
abis foto,1
foto kirim,1
kirim atas,1
atas lapor,1
lapor abis,1
abis itu,1
itu ngopi,1
ngopi banget,1
banget itu,1
itu liat,1
liat kalau,1
bayar gaji,1
gaji masyarakat,1
fakta maseh,1
lingkung dukung,1
cocok makan,1
gaji rakyat,1
rakyat tidak,1
tidak manfaat,1
manfaat rakyat,1
jadi kantor,1
polisi rumah,1
rumah temen,1
temen maling,1
maling tas,1
tas dompet,1
dompet hilang,1
hilang surat,1
surat temen,1
temen bilang,1
bilang lapor,1
lapor surat,1
hilang blablabla,1
blablabla polisi,1
polisi blablabla,1
blablabla temen,1
temen administrasi,1
administrasi polisi,1
seperti temen,1
temen iya,1
iya maturnuwun,1
maturnuwun and,1
and langkah,1
langkah jalan,1
jalan panggil,1
panggil pakpol,1
pakpol pakpol,1
pakpol mas,1
mas pernae,1
pernae rokoke,1
rokoke permene,1
permene gila,1
tidak administrasi,1
administrasi tidak,1
tidak pas,1
pas sudah,1
sudah tiba,1
tiba ngasih,1
ngasih kode,1
kode uang,1
jajan orang,1
orang kena,1
musibah maling,1
maling memang,1
lawak banget,1
oii jujur,1
ngoten gercep,1
gercep banget,1
jujur hoegeng,1
hoegeng polisi,1
saya rampok,1
rampok kasus,1
kasus sulit,1
sulit bpkb,1
bpkb surat,1
surat kendara,1
kendara curi,1
curi mgurus,1
mgurus habis,1
habis mobil,1
mobil korban,1
korban gila,1
gila memang,1
memang konoha,1
konoha ingin,1
ingin dpt,1
dpt gaji,1
kerja tidur,1
tidur malak,1
malak orang,1
orang mah,1
mah sudah,1
sudah jahat,1
jahat tapi,1
tapi legal,1
dih kalau,1
kena narkobs,1
narkobs ketangkep,1
ketangkep tiba,1
tiba bsoknya,1
bsoknya sudah,1
sudah rumah,1
rumah iseng,1
iseng nebus,1
nebus surat,1
surat lapor,1
lapor sbelum,1
sbelum layang,1
layang jaksa,1
jaksa njiir,1
njiir gilaak,1
gilaak memang,1
bener mahfud,1
mahfud urus,1
urus hukum,1
hukum pintu,1
pintu utama,1
utama polisi,1
tidak patroli,1
malam saya,1
liat itu,1
malam henti,1
henti depan,1
depan karaoke,1
karaoke mobil,1
mobil orang,1
orang hampir,1
hampir bawan,1
bawan rokok,1
iyah lagih,1
sudah bener,1
bener bobrok,1
bobrok memang,1
oknum bejibun,1
nahh ituu,1
real lapang,1
pingin masuk,1
masuk gua,1
gua hacker,1
tidak akses,1
masukksana saja,1
heran jdinya,1
jdinya bgini,1
dapat preman,1
preman bikin,1
bikin susah,1
susah dunia,1
dunia usaha,1
kalau pengelihtan,1
pengelihtan gua,1
gua karna,1
karna kbiasaan,1
kbiasaan enak,1
enak mngkin,1
mngkin seperti,1
seperti sim,1
sim byar,1
byar pajek,1
pajek susah,1
susah dari,1
situ masyrakat,1
masyrakat nembak,1
nembak ingin,1
ingin bikin,1
bikin cpt,1
cpt mudah,1
mudah dari,1
situ enak,1
jadi kbiasaan,1
kbiasaan bhkan,1
bhkan bukan,1
bukan yang,1
yang sepele,1
jadi alami,1
alami parah,1
parah bro,1
bro nabrak,1
nabrak orang,1
orang sampae,1
sampae patah,1
patah tulang,1
tulang tanggungjawab,1
tanggungjawab korban,1
korban biaya,1
biaya yang,1
yang tanggungjawab,1
tanggungjawab laka,1
lantas jasa,1
raharja jasa,1
raharja saran,1
saran kakak,1
kakak korban,1
korban jasa,1
raharja untuk,1
untuk biaya,1
biaya saja,1
saja tuju,1
tuju urus,1
raharja surat,1
surat polsekpolres,1
polsekpolres untuk,1
untuk syarat,1
syarat jasa,1
raharja biar,1
biar cair,1
cair dana,1
dana urus,1
urus surat,1
surat polrespolsek,1
polrespolsek bilang,1
bilang paro,1
paro untuk,1
untuk polsekpolres,1
polsekpolres arti,1
arti iya,1
iya saja,1
saja pikir,1
pikir urus,1
urus selesai,1
selesai singkat,1
singkat dana,1
dana jasa,1
raharja turun,1
turun polsek,1
polsek bawa,1
bawa amplop,1
amplop isi,1
isi uang,1
kasih dana,1
dana korban,1
korban obat,1
obat dana,1
dana sekian,1
sekian terima,1
terima silah,1
silah tidak,1
apa tinggal,1
tinggal polsek,1
polsek urus,1
urus obat,1
obat korban,1
korban alam,1
alam hati,1
hati urus,1
raharja tidak,1
tidak pandai,1
pandai rugi,1
jujur banget,1
bener bangett,1
bangett cuyy,1
abang kalau,1
buset kamu,1
kamu bicara,1
bicara fakta,1
ariesbast balikin,1
balikin modal,1
modal ngejar,1
ngejar visi,1
visi misi,1
misi oknum,1
gua cuman,1
cuman gua,1
gua polisi,1
empat tinggal,1
yang patroli,1
patroli cafe,1
cafe tuak,1
jir fakta,1
fakta wkwkwkwkwk,1
kelass king,1
malem pergi,1
pergi bri,1
bri atm,1
atm orang,1
orang parcok,1
parcok foto,1
foto pintu,1
masuk bank,1
bank salah,1
salah nya,1
nya fotoin,1
fotoin gataunya,1
gataunya satu,1
satu adl,1
adl tetangga,1
tetangga kya,1
kya cengok,1
cengok banget,1
banget sampe,1
sekarang kalau,1
kalau ktmu,1
ktmu shalat,1
shalat jamaah,1
jamaah kya,1
kya hindar,1
hindar gtu,1
gtu hehehe,1
ariesbast masuk,1
masuk suap,1
suap anggap,1
anggap profesi,1
profesi abdi,1
abdi bisnis,1
terima termull,1
bobyenugraha haha,1
banget jirr,1
jirr kaya,1
kaya saya,1
saya instansi,1
perintah lurah,1
lurah ketua,1
ketua dpc,1
dpc ormas,1
ormas tukang,1
tukang palak,1
palak lapak,1
lapak camat,1
camat isi,1
isi dominan,1
dominan keluarga,1
pikir yang,1
oknum cendrung,1
cendrung yang,1
tidak baik,1
baik teman,1
teman teman,1
fakta suami,1
suami sya,1
sya kerja,1
kerja jadi,1
jadi satpam,1
satpam polisi,1
polisi dteng,1
dteng bwa,1
bwa mobil,1
mobil fto,1
fto kabur,1
jokonarimo dsini,1
dsini saja,1
saja brrti,1
senin kamis,1
kamis kota,1
kota foto,1
looh kaget,1
boom empat,1
empat kadang,1
kadang nyuruh,1
nyuruh kang,1
kang ojek,1
ojek fotoin,1
rekrutmen pungli,1
pungli bayar,1
bayar lolos,1
lolos sampek,1
sampek kiamat,1
kiamat tidak,1
sesuai job,1
job desk,1
desk nya,1
nya temen,1
temen sampe,1
sampe kamu,1
kalau ngandelin,1
ngandelin gaji,1
gaji nutup,1
nutup uang,1
nir bener,1
banget fakta,1
asa tender,1
tender ada,1
ada cyber,1
banjir faktaa,1
faktaa boss,1
komen kog,1
kog suka,1
fakta ngak,1
ngak maju,1
maju kantor,1
kantor sabtu,1
sabtu minggu,1
minggu libur,1
hahahahah yang,1
yang selfi,1
selfi dlu,1
dlu abis,1
abis cabut,1
tau keluarga,1
keluarga sanak,1
sanak saudara,1
saudara jangan,1
jangan daftar,1
daftar polisi,1
polisi benci,1
benci rekrutmen,1
rekrutmen yang,1
yang daftar,1
daftar ribu,1
tidak dikit,1
dikit kamu,1
butuh polisi,1
fakta kampung,1
kampung gitu,1
gitu pas,1
pas rajia,1
rajia lalulintas,1
lalulintas yang,1
bikin rugi,1
rugi masyarakat,1
masyarakat ayom,1
ayom nya,1
gausah jauh,1
jauh bang,1
bang bikin,1
bikin sim,1
sim saja,1
saja calo,1
calo yang,1
yang calo,1
calo polisi,1
polisi sndiri,1
sndiri haha,1
empat polwannya,1
polwannya make,1
make tebal,1
tebal glowing,1
glowing glowing,1
glowing pagi,1
pagi saja,1
saja empat,1
parah banget,1
yang idam,1
idam idam,1
idam orang,1
orang calon,1
calon mertua,1
bayar bayar,1
habis tanah,1
tanah habis,1
habis sawah,1
sawah habis,1
bismillah assalamualaikum,1
slow bang,1
bang fokus,1
fokus perut,1
perut seragam,1
seragam coklat,1
warga suruh,1
suruh ronda,1
real madrid,1
hilang gas,1
gas sudah,1
jadi maling,1
maling sudah,1
ketangkep kak,1
kak ortu,1
lapor suruh,1
bayar lapor,1
lapor gila,1
tidak tahun,1
tahun sudah,1
sudah lepas,1
lepas itu,1
itu maling,1
motor sepupu,1
sepupu lapor,1
polisi gubris,1
gubris kenal,1
kenal yang,1
motor informasi,1
informasi lacak,1
lacak alhamdulilah,1
alhamdulilah ketemu,1
ketemu berkat,1
berkat tunjuk,1
tunjuk hilang,1
daerah yang,1
ambil kelompok,1
kelompok hilang,1
daerah kelompok,1
kelompok yang,1
fakta pernh,1
pernh ngalamin,1
ngalamin busuk,1
busuk ladusing,1
taat patung,1
patung polisi,1
tidur saja,1
saja seperti,1
haha benerr,1
coklat adab,1
adab sok,1
sok etika,1
turis asing,1
asing saja,1
lapor damkar,1
damkar hilang,1
sudah bobrok,1
institusi tapi,1
tapi heran,1
heran nya,1
malu kapolrinya,1
kapolrinya saja,1
tidak mundur,1
polisi itu,1
itu aib,1
dokumen kasih,1
kasih orang,1
orang dikerjain,1
dikerjain bayar,1
bayar negara,1
bang yang,1
yang real,1
yang negri,1
negri iniyg,1
iniyg susah,1
susah tmbh,1
tmbh susah,1
kalau kena,1
kena mslh,1
mslh hkum,1
fakta real,1
yang terjdi,1
terjdi negri,1
banget wkwkwkwkw,1
wkwkwkwkw pagi,1
pagi nemuin,1
nemuin pagi,1
pagi pose,1
pose atur,1
atur lintas,1
lintas poto,1
poto temennya,1
temennya menit,1
menit jalan,1
jalan sudah,1
orang jam,1
jam krusial,1
krusial orang,1
orang berangkat,1
berangkat sekolah,1
sekolah kerja,1
tenggelam laut,1
laut fakta,1
christytolissautboydenpard beda,1
beda preman,1
preman beda,1
beda seragam,1
saya lapor,1
tipu tidak,1
urus cmk,1
cmk dapet,1
dapet kertas,1
bang memang,1
bener foto,1
empat mnt,1
mnt habis,1
habis ilang,1
fakta biadab,1
biadab polisi,1
nya yak,1
yak siang,1
polisi gajih,1
gajih perintah,1
perintah perintah,1
perintah gajih,1
gajih rakyat,1
rakyat bayar,1
bayar pajak,1
pajak kerja,1
kerja bayar,1
kelazz kingg,1
kasih understand,1
understand king,1
king biar,1
biar people,1
people people,1
people know,1
banget inget,1
inget pas,1
pas smk,1
smk turun,1
turun bus,1
bus trus,1
pake motor,1
motor polisi,1
foto murid,1
murid doang,1
doang pergi,1
tidak pantes,1
pantes bilang,1
bilang oknum,1
waduhh benerr,1
benerr sekali,1
polisi planga,1
planga plongo,1
basicly yang,1
yang uang,1
uang uang,1
uang gaji,1
gaji tunjang,1
tunjang dasar,1
dasar serakah,1
serakah tamak,1
tamak embel,1
embel embel,1
embel polisi,1
polisi lembaga,1
lembaga yang,1
yang kuat,1
kuat engga,1
kalau uang,1
tidak kepake,1
kepake lembaga,1
lembaga bullshit,1
bullshit kalau,1
polisi suka,1
suka ngonten,1
ngonten sudah,1
sudah rusak,1
rusak citra,1
tempat seser,1
seser beking,1
beking tambang,1
tambang emas,1
emas ilegal,1
ilegal kayu,1
kayu ilegal,1
ilegal sabung,1
sabung ayam,1
ayam kadang,1
kadang jaga,1
jaga pesta,1
pesta hajat,1
hajat pakai,1
pakai hibur,1
hibur tarif,1
buetull baget,1
budaya yang,1
sudah turun,1
turun turun,1
turun senior,1
senior tindas,1
tindas junior,1
junior laku,1
laku budaya,1
budaya kalau,1
kalau rubah,1
rubah benar,1
benar orang,1
yang super,1
super tangan,1
tangan besi,1
liat yang,1
foto abis,1
abis pergi,1
anjir kalau,1
bener jam,1
lapang oknum,1
anggota itu,1
itu foto,1
cabut haha,1
hacker data,1
data bisnis,1
bisnis bjorka,1
bjorka skenario,1
skenario buruk,1
buruk rusak,1
indonesia hitam,1
hitam bisnis,1
bisnis putih,1
putih indonesia,1
indonesia tapi,1
tapi yang,1
yang duli,1
duli indonesia,1
dasar pilis,1
pilis emng,1
emng pilis,1
pilis miskin,1
miskin akal,1
akal sehat,1
sehat moral,1
fakta polri,1
polri guna,1
guna habis,1
habis anggar,1
anggar negara,1
negara malak,1
malak masyarakat,1
jangan bang,1
polres jogja,1
jogja polres,1
polres bantul,1
bantul lapor,1
lapor kesana,1
kesana kasih,1
ril saya,1
ketangkep motor,1
motor saya,1
saya lengkap,1
lengkap knalpot,1
standar inti,1
inti standar,1
standar pabrik,1
pabrik situ,1
situ kena,1
kena nebus,1
motor kantor,1
kantor gitu,1
gitu kalau,1
biar gampang,1
gampang mending,1
mending gin,1
gin bilang,1
bilang selang,1
selang tmn,1
ketangkep pas,1
pas balap,1
balap liar,1
liar taulahy,1
taulahy kalau,1
kalau motor,1
motor kya,1
kya gitu,1
gitu gmna,1
gmna kondisi,1
kondisi motor,1
motor tidak,1
tidak nebus,1
motor cuman,1
cuman anj,1
fakta ngalamin,1
ngalamin kaya,1
gitu musibah,1
musibah bantu,1
bantu palak,1
palak banyak,1
banyak orang,1
orang bisa,1
bisa tidak,1
tidak isilop,1
isilop ikutikutan,1
ikutikutan tempat,1
tempat polisi,1
patroli pagi,1
pagi doang,1
doang ferdi,1
ferdi sambo,1
sambo polisi,1
polisi coreng,1
coreng pagi,1
pagi hari,1
hari polisi,1
polisi jagajaga,1
jagajaga empat,1
empat adem,1
adem ayem,1
ayem kaha,1
kaha gin,1
polisi luar,1
luar kantor,1
kantor langka,1
lulus kalau,1
gua ken,1
ken indo,1
indo nepal,1
nepal part,1
part pas,1
pas rakyat,1
rakyat murka,1
murka perintah,1
perintah ceburin,1
ceburin dahh,1
dahh jabat,1
jabat publik,1
publik nepal,1
nepal bar,1
bar yang,1
ngasih contoh,1
contoh ayo,1
ayo donk,1
donk ceburin,1
ceburin sambitin,1
sambitin kali,1
biar masak,1
buka bisnis,1
bisnis mending,1
mending negeri,1
saja ngapain,1
ngapain harap,1
harap yang,1
yang regulasi,1
regulasi kek,1
kek taik,1
gua kmrn,1
kmrn tilang,1
tilang pintain,1
pintain duit,1
duit bang,1
bang nanya,1
gua bilang,1
bilang gamau,1
gamau haha,1
haha nya,1
nya yaa,1
tau haha,1
pangkat letnan,1
letnan duit,1
bang tapi,1
tapi narikin,1
narikin duit,1
duit doang,1
doang tempat,1
tempat kroke,1
kroke trus,1
trus warung,1
warung jual,1
jual miras,1
miras bukti,1
bukti sama,1
sama temen,1
temen ndiri,1
ndiri silah,1
silah cek,1
coklat yang,1
tidak jujur,1
jujur oknum,1
oknum oknum,1
oknum buanyakk,1
buanyakk alam,1
lapor gelap,1
gelap sales,1
sales sampe,1
sampe sekar,1
sekar tidak,1
itu maju,1
maju lapor,1
lapor kalau,1
kantor duit,1
lapor tidak,1
ammarzonetv aman,1
aman rumah,1
rumah hacker,1
tidak twrdetek,1
skill bang,1
bang langsung,1
langsung skill,1
skill ulti,1
ulti gitu,1
gitu wkkwk,1
sloganya ayom,1
lindung yang,1
bayar polisi,1
polisi cemen,1
cemen tidak,1
berani ama,1
korup rakyat,1
rakyat ngkp,1
ngkp aniaya,1
aniaya siksa,1
siksa rakyat,1
tau laku,1
polisi citra,1
citra apa,1
ngaruh rakyat,1
rakyat fakta,1
fakta lapang,1
lapang sungguh,1
sungguh kejam,1
abang kerja,1
tidak uang,1
abang malak,1
mesti institusi,1
seperti kalau,1
tni pisah,1
pisah polisi,1
satu kantor,1
kantor bikin,1
bikin mandiri,1
mandiri lapor,1
lapor langsung,1
langsung pusat,1
pusat daerah,1
daerah koordinasi,1
koordinasi tugas,1
tugas awas,1
awas tangkap,1
tangkap tangan,1
tangan oknum,1
polisi langgar,1
langgar hukum,1
hukum karirnya,1
karirnya beda,1
beda polisi,1
polisi masuk,1
masuk pensiun,1
pensiun tidak,1
tidak mutasi,1
satu dengan,1
dengan seperti,1
seperti benar,1
benar penting,1
penting enak,1
enak satu,1
satu beda,1
beda tingkat,1
tingkat daerah,1
daerah dengan,1
dengan bnn,1
bnn pimpin,1
pimpin tingkat,1
tingkat bintang,1
bintang seperti,1
seperti propam,1
propam kantor,1
kantor nyatu,1
nyatu mutasi,1
satu kalau,1
kalau tingkat,1
pangkat kasat,1
kasat provos,1
provos mentok,1
mentok iptuakp,1
iptuakp bagaimana,1
bagaimana tingkat,1
tingkat perwira,1
perwira segan,1
segan mesti,1
mesti tingkat,1
pangkat kompol,1
kompol awas,1
awas perwira,1
perwira satu,1
satu penjahatpengusaha,1
penjahatpengusaha lobi,1
lobi kali,1
satu modal,1
modal itu,1
itu kalau,1
kalau kalau,1
tidak minimal,1
minimal ketar,1
ketar tir,1
tir bikin,1
bikin lembaga,1
