no,nama_tempat,nama_reviewer,rating,tanggal,ulasan,jumlah_ulasan_reviewer,foto
1464,N/A,Surya Alam Honda Tugu,5,6 bulan lalu,N/A,N/A,Tidak
1465,N/A,Bernadette Saragi,5,6 bulan lalu,ice creamnya enak,N/A,Tidak
1466,N/A,Vincent Barukh Ethan,5,6 bulan lalu,N/A,N/A,Tidak
1467,N/A,Johan Rizal,5,6 bulan lalu,N/A,N/A,Tidak
1468,N/A,Irdina Nayla,5,6 bulan lalu,Pasti akan kembali lagi,N/A,Tidak
1469,N/A,Vanya Aulia Arundati Pratama,5,6 bulan lalu,enak,N/A,Tidak
1470,N/A,Leopold Jefta,5,6 bulan lalu,"Sumpa asik bgt, cozy",N/A,Tidak
1471,N/A,Hana Fildzah,5,6 bulan lalu,gelato paling enak yang pernah ada ✨,N/A,Tidak
1472,N/A,khansa putri,5,6 bulan lalu,"tempatnya lucu, bagus, enak, eskrimnya juga variannya banyak banget, recommend deh⭐️⭐️⭐️⭐️⭐️",N/A,Tidak
1473,N/A,Almira Fitria,5,6 bulan lalu,N/A,N/A,Tidak
1474,N/A,Tyaa,5,6 bulan lalu,N/A,N/A,Tidak
1475,N/A,khoirun nikmah,5,6 bulan lalu,worth to try enakkk semuaa menunyaaaa,N/A,Tidak
1476,N/A,Fany Lingga,5,6 bulan lalu,"Tempatnya luas, nyaman, gelatonya enak dan pilihannya banyak, cocok buat nongkrong",N/A,Tidak
1477,N/A,orvala wilakeyne,5,6 bulan lalu,gelatonya enak worth it to try!,N/A,Tidak
1478,N/A,Tiara Shafa Nabila,5,6 bulan lalu,Tempatnya nyaman dan gelatonya enak bangett,N/A,Tidak
1479,N/A,vya ireh,5,6 bulan lalu,"At all good, tempat nyaman, menu enak dan lengkap, pelayanan juga sangat baik",N/A,Tidak
1480,N/A,Jagen,2,6 bulan lalu,Agak terganggu dan tersinggung dengan penggunaan AI slop di layar TV di sebelah gelato. Saya terpaksa menahan diri untuk tidak memukul TV.,N/A,Tidak
1481,N/A,Debby Santi Ariani,5,6 bulan lalu,N/A,N/A,Tidak
1482,N/A,Latifah Rasidina,5,6 bulan lalu,Pelayanan ciamikk🤩👍🏻,N/A,Tidak
1483,N/A,Ella,5,6 bulan lalu,"LAGU NYA ENAKK BGT, kopi nya kopi bgt , eskrnya esrim bgt jgn lupa dtg ke sini y gesss❤️❤️❤️",N/A,Tidak
1484,N/A,Keysha Aliya,5,6 bulan lalu,N/A,N/A,Tidak
1485,N/A,sasaa a.,5,6 bulan lalu,N/A,N/A,Tidak
1486,N/A,Sheila Almyra,5,6 bulan lalu,"Pelayanannya bagus, suasananya nyaman, dan hidangan penutupnya enak! Pasti akan kembali lagi ✨",N/A,Tidak
1487,N/A,Hafsha Asa,4,6 bulan lalu,N/A,N/A,Tidak
1488,N/A,Naila Zahara,5,6 bulan lalu,N/A,N/A,Tidak
1489,N/A,Benita Indriati,5,6 bulan lalu,N/A,N/A,Tidak
1490,N/A,moshi cici,5,6 bulan lalu,N/A,N/A,Tidak
1491,N/A,amelya,5,6 bulan lalu,N/A,N/A,Tidak
1492,N/A,Fandi Aji kurniawan,5,6 bulan lalu,Enak tptnya,N/A,Tidak
1493,N/A,Violetaerene Purple,5,6 bulan lalu,"Enak, baguss tempatnyaa. Nyamann",N/A,Tidak
1494,N/A,Abbad Imad (Aim),5,6 bulan lalu,"Pelayanannya ternyata bagus dan gelatonya sesuai selera saya, tidak terlalu manis dengan sedikit rasa pahit.

Saya berkunjung Sabtu malam dengan tempat parkir yang ramai, tetapi mereka dapat menangani semua pelanggan dengan relatif cepat. Pemesanan ala McDonald's juga sangat membantu.

Tempat duduk di dalam dan luar ruangan cukup banyak, jadi kami tidak kesulitan memilih tempat duduk.",N/A,Tidak
1495,N/A,Rohma Nita,5,7 bulan lalu,"tempatnyaa nyaman banget dan seruuuu ,... wifinya wuss wusss
pada cobain yaaa ... dan jajan :)",N/A,Tidak
1496,N/A,herjuno srinarendra,5,7 bulan lalu,Enakssss,N/A,Tidak
1497,N/A,Eva Nur Kusumandari,5,7 bulan lalu,N/A,N/A,Tidak
1498,N/A,Alfanira Zuhriya,5,7 bulan lalu,pistachiooo enak bgtttt💌💌💌,N/A,Tidak
1499,N/A,Mohammad Farid Wajdi,5,7 bulan lalu,Sudah balik berkali2🙌,N/A,Tidak
1500,N/A,raditya prasetyo,5,7 bulan lalu,Rasa nya enak variabel rasa nya cukup banyak,N/A,Tidak
1501,N/A,Christian D,5,7 bulan lalu,Bagus,N/A,Tidak
1502,N/A,faliha nasywa,4,7 bulan lalu,N/A,N/A,Tidak
1503,N/A,Joan Nurmalita,4,7 bulan lalu,"Tempat yang bagus untuk makan es krim…
Gelato baru di kota ini 🥳",N/A,Tidak
1504,N/A,maysa masyhura,5,7 bulan lalu,"tempatnya lumayan luas dan nyaman, gelatonya enak (mungkin yang suka gelato creamy akan suka gelato disini!), varian gelatonya banyakk!! terus pelayanannya juga ramah..",N/A,Tidak
1505,N/A,Marvineta Tsabitah Nabila Azzahra,5,7 bulan lalu,"tempatnya cozy banget dan cocok untuk kumpul bersama teman, keluarga, maupun pasangan🤩",N/A,Tidak
1506,N/A,Rizka Ananda Putri,5,7 bulan lalu,"Tempatnya cozyyy!! aesthetic, dan gelato nya enakkk banyak varian rasa ❤️❤️",N/A,Tidak
1507,N/A,Tria Sahal,5,7 bulan lalu,N/A,N/A,Tidak
1508,N/A,Dena Astrinadia,5,7 bulan lalu,tempatnya asi,N/A,Tidak
1509,N/A,Ikhbar Rizky,5,7 bulan lalu,Tempatnya asik!!,N/A,Tidak
1510,N/A,Gregorius Vivensius,3,7 bulan lalu,N/A,N/A,Tidak
1511,N/A,Putri Meira,5,7 bulan lalu,Mint choco-nya enak banget!! Suasananya juga enak dan nyaman! Suka banget!,N/A,Tidak
1512,N/A,kurnia sesar,5,7 bulan lalu,N/A,N/A,Tidak
1513,N/A,marsha annisa,5,7 bulan lalu,N/A,N/A,Tidak
1514,N/A,Amanda Michiko,5,7 bulan lalu,Recommended bangettt niiihhhh... Hiddem gem Jogjaaa... gak mahal tapi tempatnyaa cozy bangetttt luvvvvv,N/A,Tidak
1515,N/A,Raihan Beat,5,7 bulan lalu,"Pelayanan ramah
Tempat nya nyaman
Kids freindly",N/A,Tidak
1516,N/A,Alma Saffana,5,7 bulan lalu,Tempat nyaman dan luas pelayanan ramah🥰,N/A,Tidak
1517,N/A,Qashmal Q,5,7 bulan lalu,N/A,N/A,Tidak
1518,N/A,nayla rifa,5,7 bulan lalu,N/A,N/A,Tidak
1519,N/A,Alvianti Valintina Alvianti Valintina,5,7 bulan lalu,N/A,N/A,Tidak
1520,N/A,pakde raywhite,5,7 bulan lalu,N/A,N/A,Tidak
1521,N/A,Claudia K,5,7 bulan lalu,N/A,N/A,Tidak
1522,N/A,Amelliah Trierfina,5,7 bulan lalu,Tempat nya lucu gelato nya enak,N/A,Tidak
1523,N/A,Gilang Ridhomez,5,7 bulan lalu,N/A,N/A,Tidak
1524,N/A,17. Ilham Wahyu,5,7 bulan lalu,tempatnya bagus,N/A,Tidak
1525,N/A,LIDYA MASEKE,5,7 bulan lalu,N/A,N/A,Tidak
1526,N/A,9156_ Nurul Fijrianti,5,7 bulan lalu,N/A,N/A,Tidak
1527,N/A,Gwen Marsha,5,7 bulan lalu,Rasanya enak ... manisnya pas buat saya. Next pasti datang kesini lagi ajak teman2  lain.,N/A,Tidak
1528,N/A,A Brenda,5,7 bulan lalu,N/A,N/A,Tidak
1529,N/A,lia muliani,1,7 bulan lalu,"Pelayanan sangat tidak memuaskan krn ketiga dengan temen temen saya utk beli gelato informasinya yg diberikan , kita gak boleh liat2 display nya hrs bayar dulu pas byr yg premium dan pistachio ternyata gak ada barang, trs pesanan temen sya tidak kunjung dtg udh lebih 30 menit alasan ganti shift dan tidak ada yg bis scooping padahal gak ada pengunjung lain selain kami.",N/A,Tidak
1530,N/A,Bocah Gaming,5,7 bulan lalu,tempatnya bagus n pelayanannya bagus semuanya bagus,N/A,Tidak
1531,N/A,Desy Normalita,5,7 bulan lalu,"gelatonya enak semuaaa , pas manisnya..
tempatnya adem cocok buat ngobrol sama temen atau rekan kerja 🖤",N/A,Tidak
1532,N/A,putri assyfa,5,7 bulan lalu,"rekomend sih buat tmn” di jogja, tempatnya adem, kalcer bgt",N/A,Tidak
1533,N/A,Noora,5,7 bulan lalu,sangat kalcer iya lagi iya lagi,N/A,Tidak
1534,N/A,Agtian Pramudita,5,7 bulan lalu,"tempatnya oke banget, gelatonya juga enak",N/A,Tidak
1535,N/A,Ika SR,4,7 bulan lalu,"Pertama kali ke sini untuk kumpul-kumpul dengan teman, dan saya sangat menghargai staf yang ramah—terutama manajer yang dengan baik hati berbagi info tentang Michael Kreme Gelato dan Desa Palagan.

Sayangnya, saya terlalu kenyang untuk mencoba gelato mereka (lain kali!), jadi saya hanya pergi minum kopi. Proses pemesanan lancar dan cepat, berkat gadis pemasaran yang ramah dengan mesin pemesanan. Suasananya benar-benar bagus dan luas, tetapi tampaknya mereka masih bersiap untuk mengakomodasi tamu sepenuhnya—terutama pengunjung yang lebih tua. Menunya agak terbatas, dan bahkan untuk mendapatkan kue pun harus memeriksa dengan dapur.

Bukan bermaksud menyinggung, tetapi Americano dingin yang saya minum bukanlah yang terbaik... tidak buruk, hanya saja bukan favorit saya. 😅 Tetap saja, tempat dan layanannya terasa istimewa!✨",N/A,Tidak
1536,N/A,Juli Krestina,5,7 bulan lalu,Minuman kekinian yg disukai kaum.muda......,N/A,Tidak
1537,N/A,azellyaelno_,5,7 bulan lalu,"tempat keren, cozy, minuman nya good",N/A,Tidak
1538,N/A,Cindy,5,7 bulan lalu,butterscotch yang lezat dan suasana yang menyenangkan,N/A,Tidak
1539,N/A,almira oktapazia,5,7 bulan lalu,Asik tempatnya,N/A,Tidak
1540,N/A,Benedictus Devin,5,7 bulan lalu,"Tempatnya nyaman dan seru, ada live dj music",N/A,Tidak
1541,N/A,Clara Monoarfa,5,7 bulan lalu,N/A,N/A,Tidak
1542,N/A,alya nurhaliza,5,7 bulan lalu,N/A,N/A,Tidak
1543,N/A,nanang wafiq,5,7 bulan lalu,MANTAPPP,N/A,Tidak
1544,N/A,Zalfa Izdihar,5,7 bulan lalu,"tempatnya nyaman, eskrimnya enak",N/A,Tidak
1545,N/A,Antonita Wulaningtyas,5,7 bulan lalu,Enaaakkk,N/A,Tidak
1546,N/A,Elvira Chandra,4,7 bulan lalu,"sejujurnyaa enakk2 aja, but imoo ngga lebih manis & ngga lebih padet dari tempo gelatoo hehe",N/A,Tidak
1547,N/A,Dewi Lupitasari,4,7 bulan lalu,"Lagi rame2nyaaa..tapi enak , rasa coconut ny enak❤️",N/A,Tidak
1548,N/A,Fazian Ega Nur Dhani,5,7 bulan lalu,tempatnya keren,N/A,Tidak
1549,N/A,Anggun Nur Cantika,5,7 bulan lalu,"tempatnya lucu, es krim nya enak",N/A,Tidak
1550,N/A,Rizki Aryanti,5,7 bulan lalu,Recomended buat nongkii sihh nyaman bgttt,N/A,Tidak
1551,N/A,Fanni Sephia,5,7 bulan lalu,gelatonya enakk dan tempatnyaa lucuu bgttt buatt foto2,N/A,Tidak
1552,N/A,sukma dewi,5,7 bulan lalu,N/A,N/A,Tidak
1553,N/A,05_Angelika Intan P.S_X TKS 4,5,7 bulan lalu,Makanannya enak,N/A,Tidak
1554,N/A,Kori Astuti,5,7 bulan lalu,Tempat ini memiliki estetika yang buruk 🥰🥰,N/A,Tidak
1555,N/A,Arfiqa Adnin,5,7 bulan lalu,"Nyaman banget tempatnya apalagi 24jam cocok untuk wfc, gelatonya rekomen😍😍",N/A,Tidak
1556,N/A,jeanika Alfa Reza,5,7 bulan lalu,N/A,N/A,Tidak
1557,N/A,tyas ivana,5,7 bulan lalu,Pelayanan ramah dan tempatnya bagus 🥰,N/A,Tidak
1558,N/A,Nanang Wafiq Firdaus,5,7 bulan lalu,N/A,N/A,Tidak
1559,N/A,Uswatun Hasanah,1,7 bulan lalu,"baru mau milihh2, tp mas nya ngeburu2in dan apaa gak bisa nyobain dulu ? Pdhl antrian gak panjang, jutekkk. Untuk tempatnya udah enak",N/A,Tidak
1560,N/A,Ribkah MW,2,7 bulan lalu,"ga bisa cobain dlu, mas nya jutek",N/A,Tidak
1561,N/A,EL LAZZARO,3,7 bulan lalu,Tempat gelato baru di dekat Jl Palagan.  Nyaman dan top.,N/A,Tidak
1562,N/A,Pitoe Tour,5,7 bulan lalu,N/A,N/A,Tidak
1563,N/A,nur waly,4,7 bulan lalu,"Gelato dengan rasa yang lezat dan suasana yang unik.
Layanan pemesanan perlu ditingkatkan dalam hal berkomunikasi dengan pengunjung.",N/A,Tidak
1564,N/A,Wisnu Narendratama,5,7 bulan lalu,"Tempat yang bagus untuk bersantai di sore hari, banyak pilihan gelato di kota ini 🫰🏻",N/A,Tidak
1565,N/A,M Maulana Wahyudin,5,7 bulan lalu,Bagus,N/A,Tidak
1566,N/A,Putri Maharani,4,7 bulan lalu,N/A,N/A,Tidak
1567,N/A,Surani Lestari,5,7 bulan lalu,"tempatnya nyaman , untuk pelayanan sangat ramah sekali , rasa enak harga pas dikantong😍😍😍",N/A,Tidak
1568,N/A,Eka Wiji Lestari,5,7 bulan lalu,"overall gelatonya enak bgtt asli😭 tempatnya cakep bgt pliss huhu, 😭💖💖",N/A,Tidak
1569,N/A,Ita Fentika,5,7 bulan lalu,N/A,N/A,Tidak
1570,N/A,Avianita Dentasari,3,7 bulan lalu,"gelatonya enak, tempat oke, harga standar, parkir agak susah, hospitality kurang. datang ber-6 dan pesan 6 gelato, baru coba tester 3x malah dibilang sudah tidak bisa, padahal harusnya 1x per orang.",N/A,Tidak
1571,N/A,Nadia Dinka,5,7 bulan lalu,Akhirnya gelato Italia asli ada di Jogja 💕,N/A,Tidak
1572,N/A,Barigh Alfat,5,7 bulan lalu,tempatnya oke bangettt dan pelayanannya ramah,N/A,Tidak
1573,N/A,Tasya dwi haryati,5,7 bulan lalu,Cocok buat anak muda yang gabut kalau malem tempatnya nyaman dan recommended,N/A,Tidak
1574,N/A,Fita Haryati,5,7 bulan lalu,"Tempatnya bagusss, nyaman, gelotonya mantapppp",N/A,Tidak
1575,N/A,Story of pinkan,5,7 bulan lalu,"Gen Z bgt tempatnya! Asik buat nongkrong"", instagramable dan gelatonya jg mantab, conenyapun jg enak!",N/A,Tidak
1576,N/A,Indah Hapsari,1,7 bulan lalu,"tadi siang nyampe tempat parkir tanya satpam bisa cash ga,katanya cashles tapi kalo cash bisa dibantu sama kasirnya,dan kasirnya bilang kalo cash kalo bisa uang pas,karna mbanking lagi eror juga tadinya niatnya mau sama cemilan biar pas 50k tapi gajadi,aku pesen salted caramel coffee latte aku tanya dulu ada kembaliannya ga,mbak kasirnya bilang ada kembaliannya tapi mukanya kek cuek gara2 aku bayar cash kali ya,udah gitu kembaliannya kurang 10k lagi,karna aku juga ga merhatiin struk yg buat pick up yaudahlah,baru 15 menit duduk aja karna minum udh mau abis diliatin mulu sama karyawannya,aku bilang ke pak parkir mau dikonfirmasi ke dalem tapi aku bilang gausah malu juga duit segitu,yaa mungkin lebih teliti lagi kali ya",N/A,Tidak
1577,N/A,Rizka Hermi Novamayanti,5,7 bulan lalu,Enak gelatonya dapet free topping dan ada free water juga. Kids friendly. Staffnya helpful👌🏻,N/A,Tidak
1578,N/A,Tegar Priyo Nugroho,5,7 bulan lalu,"Tempatnya nyaman, gelatonya enak",N/A,Tidak
1579,N/A,Hanifah Rifqi,5,7 bulan lalu,bagus bgtt,N/A,Tidak
1580,N/A,Sylvi Aulia,5,7 bulan lalu,Tempatnya cozy bangett kakak kakaknya juga ramah polll,N/A,Tidak
1581,N/A,Alya Zahra,5,7 bulan lalu,"Polling yang bagus, lol",N/A,Tidak
1582,N/A,salsabila gintari,5,7 bulan lalu,N/A,N/A,Tidak
1583,N/A,Ardelina Naftali Shania Dewi,5,7 bulan lalu,Tempatnya cozy abizzz!!,N/A,Tidak
1584,N/A,siti jaelani,5,7 bulan lalu,keren,N/A,Tidak
1585,N/A,ginee,5,7 bulan lalu,semuanya bagus,N/A,Tidak
1586,N/A,Sherina Alya Putri,5,7 bulan lalu,N/A,N/A,Tidak
1587,N/A,shamil KH,5,7 bulan lalu,"tempatnya nyaman, harganya worth it dengan kualitas tempat dan makanan yang premium👌",N/A,Tidak
1588,N/A,Khairin Yonni,5,7 bulan lalu,N/A,N/A,Tidak
1589,N/A,FAZA ATHIYYATAS SA'ADAH -,5,7 bulan lalu,"enak, bersih, nyaman, pelayan the best",N/A,Tidak
1590,N/A,Yessica Wibisono,5,7 bulan lalu,makanan & minuman semua enaaaaaak.. gelato nya ga cepat mencair. banyak free nya juga. service nya juga luar biasa sangat ramah juga. TOP banget deh. sukes selalu.,N/A,Tidak
1591,N/A,Jerome Salim,5,7 bulan lalu,"Tempatnya cozy
Gelatonya enak banget mau nangis😭🥰
Autentic banget rasa gelatonya
Bakal jadi tempat favorit kalau ke jogja",N/A,Tidak
1592,N/A,Al Zel,5,7 bulan lalu,tempat yg cozy buat nongkrong 🫶,N/A,Tidak
1593,N/A,hiang baraw,5,7 bulan lalu,"Tempatnya nyaman, pelayanan Ok dan makanan minuman Ok",N/A,Tidak
1594,N/A,destri hasanah,5,7 bulan lalu,Secara keseluruhan bagus.,N/A,Tidak
1595,N/A,Atikah Suharna,5,7 bulan lalu,N/A,N/A,Tidak
1596,N/A,Steven Lie,5,7 bulan lalu,Gelatonya muda mudi Jogjakarta,N/A,Tidak
1597,N/A,Nada Aulya Prawesty,5,7 bulan lalu,N/A,N/A,Tidak
1598,N/A,PRIMANTI DIVA MURHADIANINGRUM -,5,7 bulan lalu,Menurut aku enak tempatnya es krimnya juga enak. Bisa buat tenpat nugas nyaman,N/A,Tidak
1599,N/A,NADA AULYA PRAWESTY -,5,7 bulan lalu,"tempatnya cozy, es krimnya ga buat eneg",N/A,Tidak
1600,N/A,Winda Aulia,5,7 bulan lalu,"Gelatonya enak, suasananya nyaman dan parkir luas. Very recommended 👍👍",N/A,Tidak
1601,N/A,Dea Thufaila,5,7 bulan lalu,Getaran yang bagus 💥,N/A,Tidak
1602,N/A,Lisna Mirna Kuntari,5,7 bulan lalu,Pilihan gelatonya banyaaaaak and super cozy place to chill ❤️❤️❤️,N/A,Tidak
1603,N/A,Bryan Damanik,5,7 bulan lalu,N/A,N/A,Tidak
1604,N/A,Dicko Mulya,5,7 bulan lalu,"kopi yang enak, tempat yang bagus",N/A,Tidak
1605,N/A,Auliah Rahmah,5,7 bulan lalu,"Great ambiance!! Setiap sudutnya unik, bisa pilih banyak varian rasa eskrim. Yumm",N/A,Tidak
1606,N/A,Rifka Nur'aini Oktaviani,5,7 bulan lalu,tempatnya bagus bgt.. banyak spot foto juga.. rasa dr gelato nya berbagai macam dan bnyk yg unik kaya cendol dan bakpia.. staff nya juga sangat ramah dan helpfull,N/A,Tidak
1607,N/A,Aulia Putri Rama,5,7 bulan lalu,N/A,N/A,Tidak
1608,N/A,Larasati Ayuningtyas,5,7 bulan lalu,N/A,N/A,Tidak
1609,N/A,Alysha Medyana,5,7 bulan lalu,N/A,N/A,Tidak
1610,N/A,Fauziyyah Nurani,5,7 bulan lalu,✨❤️ sah!,N/A,Tidak
1611,N/A,Nasywa Sahda Maharani,5,7 bulan lalu,"Tempatnya nyaman, gelatonya enak sekali, recommended buat yang mau gelato sambil nongki 😋🖐🏻",N/A,Tidak
1612,N/A,Devina Nasywa,5,7 bulan lalu,"Tempatnya luas dan super nyamann, rasa gelatonya juga enak dan pilihannya banyak",N/A,Tidak
1613,N/A,Winasista Salarina,5,7 bulan lalu,Gelato nya enakkk tidak terlalu manis menurut saya. Ambience placenya jg nyaman. Design kontemporer modern,N/A,Tidak
1614,N/A,Yasmina Q,5,7 bulan lalu,"good place, service, and ambience!
kakak yang serve the ice cream ramah dan baik banget, sehat-sehat kakak 🫶🏻",N/A,Tidak
1615,N/A,Ayu,5,7 bulan lalu,Enak tempat nyaman,N/A,Tidak
1616,N/A,Cindykia Dewandari,5,7 bulan lalu,N/A,N/A,Tidak
1617,N/A,Mona Tri Artika,5,7 bulan lalu,gelato terbaik di kota,N/A,Tidak
1618,N/A,Rini Hidayati,5,7 bulan lalu,Enak lezat mantap,N/A,Tidak
1619,N/A,Ananda Nurfaizah,5,7 bulan lalu,N/A,N/A,Tidak
1620,N/A,Maria Sherley,5,7 bulan lalu,Best gelato in jogja,N/A,Tidak
1621,N/A,maharani febrianti,5,7 bulan lalu,"Tempatnya nyaman, gelatonya enak bgt",N/A,Tidak
1622,N/A,qisthinadia setiadi,5,7 bulan lalu,"Enaakk, tmptnya nyaman",N/A,Tidak
1623,N/A,Edita Devana,5,7 bulan lalu,Enak bgttt,N/A,Tidak
1624,N/A,Kurnia Hasna,5,7 bulan lalu,"Tempat nyaman, cozy, asik buat nongkrong sama temen.. Gelato lumayan banyak varian..",N/A,Tidak
1625,N/A,alfiyah fiya,5,7 bulan lalu,open 24 jam pelayanan oke tempat cozy free minum,N/A,Tidak
1626,N/A,Aprilia Wahyu,5,7 bulan lalu,"Tempatnya nyaman, pelayanannya ramah, es krim nya enak banget..",N/A,Tidak
1627,N/A,nayla velysia1,5,7 bulan lalu,"kakaknya ramahh bangett, tempatnya kece bgtt!!! omgggg seruu bgtt pliss",N/A,Tidak
1628,N/A,Tasya Raudatul Jannah,5,7 bulan lalu,Sangat ramah & vibe nya asik bgt,N/A,Tidak
1629,N/A,Adila Zafrullah,5,7 bulan lalu,"Vibe sama makanannya ok bgt, pelayanan nya ramah dan lucuk",N/A,Tidak
1630,N/A,Indira Rahmana Razak,5,7 bulan lalu,N/A,N/A,Tidak
1631,N/A,Waviq Aziza,5,7 bulan lalu,"Tempatnya nyaman, luas, pegawainya ramah",N/A,Tidak
1632,N/A,Najwa Nurulf,5,7 bulan lalu,Pelayanannya baik gelatonya enak bgt tadi rasa martabak suka🥰💗💗,N/A,Tidak
1633,N/A,DINO DINOYA,5,7 bulan lalu,"eskrimnya enak bgttt aku paling suka yg cheesecake. tempatnya nyaman bgt estetik, fotoboothnya jg bagus",N/A,Tidak
1634,N/A,Aprilia Rahmawati,5,7 bulan lalu,N/A,N/A,Tidak
1635,N/A,Nurhayati Herlina,5,7 bulan lalu,"Jujur suka bangat dengan pelayanan mas mas scoopernya tadi malam  aku kesana sama sama temanku  dan di layani  mas mas scooper dengan baik  dan di jelaskan dengan baik juga gelato walaupun antrian nya panjang dan sabar melayani kita yg agak rempong yah milih gelato yg mana  dan kita rekomen yg enak sama pas gitu
Pokoknya the best mas mas scoopernya",N/A,Tidak
1636,N/A,Denti Mei Ana Parhusip,3,7 bulan lalu,"Mbak2nya baik
Mas2nya songong",N/A,Tidak
1637,N/A,Diah Krismarvianti,5,7 bulan lalu,N/A,N/A,Tidak
1638,N/A,Zaza Rara,5,7 bulan lalu,"Cocok buat nongkrong dan ngobrol seru, varian rasa gelatonya unik dan enak 👍",N/A,Tidak
1639,N/A,filsa fina,5,7 bulan lalu,Mantap,N/A,Tidak
1640,N/A,Donan Wijaya,5,7 bulan lalu,Gelatonya enak 😍😍😍 mana deket rumah  lagi… …,N/A,Tidak
1641,N/A,Martha Primardhani,5,7 bulan lalu,"Tempatnya asik.. adem.. gelatonyaa endull. Parkiran luass..
Pelayanannya ramah",N/A,Tidak
1642,N/A,helwana azmi,5,7 bulan lalu,N/A,N/A,Tidak
1643,N/A,Tsabita Aurelia Nugrohoputri,5,7 bulan lalu,N/A,N/A,Tidak
1644,N/A,Shilpa Shetty,4,7 bulan lalu,"Tempat nya bagus banget, setiap sudut bisa dipake buat foto tapi mas mas nya ga ramah. Semoga bisa ditingkatin lagi ya pelayanan nya, sayang banget semuanya udah okay tapi mas mas nya ga ramah",N/A,Tidak
1645,N/A,Zefanya Septiani,5,7 bulan lalu,N/A,N/A,Tidak
1646,N/A,Rani Surya pangestu,5,7 bulan lalu,Tempat nyaman banget,N/A,Tidak
1647,N/A,Ara Ricchi,5,7 bulan lalu,N/A,N/A,Tidak
1648,N/A,Parsintia Putri Zavani Ndruru,5,7 bulan lalu,N/A,N/A,Tidak
1649,N/A,faathir mohammad,5,7 bulan lalu,Mantap sih,N/A,Tidak
1650,N/A,Ratna Mayasari,5,7 bulan lalu,N/A,N/A,Tidak
1651,N/A,Khrilhamm_,5,7 bulan lalu,N/A,N/A,Tidak
1652,N/A,Silviatunnisa 19,5,7 bulan lalu,tempatnya kozyyy abizzzz,N/A,Tidak
1653,N/A,Annindia Nan Pinastika,5,7 bulan lalu,oke mantappppp tempatnya kalcer abiesss,N/A,Tidak
1654,N/A,Irfan Dalil,5,7 bulan lalu,N/A,N/A,Tidak
1655,N/A,Aulia Hafidzah,4,7 bulan lalu,"ambience nya asikk seru, gelato nya enak rasa rasa nya juga banyak",N/A,Tidak
1656,N/A,muhammad hanif muzakkinur,5,7 bulan lalu,N/A,N/A,Tidak
1657,N/A,Bimantara,5,7 bulan lalu,N/A,N/A,Tidak
1658,N/A,Denny Zhu,5,7 bulan lalu,Michael Kreme gelato yg bukan 24 jam di Jogja... Tempat nya agak sedikit masuk tapi mudah di temukan dengan mengikuti google map.... Suasana nya cukup nyaman... Dekorasi interior nya cukup menarik.... Pelayan nya okay... Cuman pas ada mbak nya minta google review terus di tungguin itu rasanya agak gimana gtu... 🤣😂 berasa di todong buat nge review dan ngasi bintang.... 😟😟 dan di barter nya bakpia kukus... Klo buat aku mending kupon diskon dahh buat pembelian selanjutnya... 😉,N/A,Tidak
1659,N/A,Sekar Rifa,5,7 bulan lalu,"Tempatnya luass, nyaman, gelatonyaa bestt🫰🏻⭐️",N/A,Tidak
1660,N/A,Nur Kamariah Safitri,5,7 bulan lalu,"Tempatnya nyaman, pelayanan ramah dan cepat, makanan dan minumannya jugaa enakk.. worth it pokoknyaa..",N/A,Tidak
1661,N/A,Sari Utami,5,7 bulan lalu,🥰🥰,N/A,Tidak
1662,N/A,Riana Azzahra,5,7 bulan lalu,"Eskrimnya enakk,tempatnya sangat cozy",N/A,Tidak
1663,N/A,Dorothea Tetta,5,7 bulan lalu,"Gede tempatnyaa
Tapi akses ke lokasinya jalannya masi kurang bagus",N/A,Tidak
1664,N/A,Stellla RG22,5,7 bulan lalu,"Tempatnya cozy banget dan nyaman, banyak tempat bagus buat foto2, estetik abiez 🫶🏻",N/A,Tidak
1665,N/A,Sellin mrsllna,5,7 bulan lalu,pistachio latte top banget 😍,N/A,Tidak
1666,N/A,Latifolia Fahmi Innayah,5,7 bulan lalu,"tempatnyaa bagus, luas dan bersih pelayanannya ramah",N/A,Tidak
1667,N/A,102_Anita Yasminia Suwandi,5,7 bulan lalu,"tempatnya nyaman, luas, worth it sekaliii😍",N/A,Tidak
1668,N/A,Eva Damayanti,5,7 bulan lalu,"Lembut bgt gelatonya,nagih",N/A,Tidak
1669,N/A,Aisyah Adriyani Putri,5,7 bulan lalu,N/A,N/A,Tidak
1670,N/A,Viola Safira,5,7 bulan lalu,"Tempatnya baguss, makanannya enak enak",N/A,Tidak
1671,N/A,Arif Igor,5,7 bulan lalu,"Gelatonya mantap enak
Tempat nyaman",N/A,Tidak
1672,N/A,Tri Endah Widiarti,5,7 bulan lalu,es krimnya enak banget tempatnya jg estetik parah buat foto,N/A,Tidak
1673,N/A,Tsaniya Kamilah,5,7 bulan lalu,N/A,N/A,Tidak
1674,N/A,Rin43,5,7 bulan lalu,"Tempatnya bagus banget, seger banget",N/A,Tidak
1675,N/A,Khansa Alika Filandra,5,7 bulan lalu,"Gelatonya enak, tempatnya nyaman",N/A,Tidak
1676,N/A,rosaly rafa,5,7 bulan lalu,Tempatnya enak dan cozy,N/A,Tidak
