username,comment,time,tokens,cleaned_tokens,filtered_tokens
@super_megumi,dia gk perlu validasi dari rakyat dia cuma peduli uang,1 hari yang lalu (diedit),"['dia', 'gk', 'perlu', 'validasi', 'dari', 'rakyat', 'dia', 'cuma', 'peduli', 'uang']","['dia', 'gk', 'perlu', 'validasi', 'dari', 'rakyat', 'dia', 'cuma', 'peduli', 'uang']","['gk', 'validasi', 'rakyat', 'peduli', 'uang']"
@gachaa_editt,yg komen pasti bocil 😂😂,1 hari yang lalu,"['yg', 'komen', 'pasti', 'bocil', '😂😂']","['yg', 'komen', 'pasti', 'bocil']","['yg', 'komen', 'bocil']"
@blaster-75,"​ @gachaa_editt  malah menurut gua yg komen gitu biasanya udah emak-emak atau bapak-bapak yang cuman lulusan sd/smp, kayaknya ga mungkin boe cil nonton deddy corbuzier",1 hari yang lalu,"['\u200b', '@', 'gachaa_editt', 'malah', 'menurut', 'gua', 'yg', 'komen', 'gitu', 'biasanya', 'udah', 'emak-emak', 'atau', 'bapak-bapak', 'yang', 'cuman', 'lulusan', 'sd/smp', ',', 'kayaknya', 'ga', 'mungkin', 'boe', 'cil', 'nonton', 'deddy', 'corbuzier']","['gachaaeditt', 'malah', 'menurut', 'gua', 'yg', 'komen', 'gitu', 'biasanya', 'udah', 'emakemak', 'atau', 'bapakbapak', 'yang', 'cuman', 'lulusan', 'sdsmp', 'kayaknya', 'ga', 'mungkin', 'boe', 'cil', 'nonton', 'deddy', 'corbuzier']","['gachaaeditt', 'gua', 'yg', 'komen', 'gitu', 'udah', 'emakemak', 'bapakbapak', 'cuman', 'lulusan', 'sdsmp', 'kayaknya', 'ga', 'boe', 'cil', 'nonton', 'deddy', 'corbuzier']"
@youdheek,"kalo membasmi korupsi, ya tar abis dong para anggota penegak hukum .. lah wong mereka juga hampir semua korupsi ...😂😂😂",1 hari yang lalu,"['kalo', 'membasmi', 'korupsi', ',', 'ya', 'tar', 'abis', 'dong', 'para', 'anggota', 'penegak', 'hukum', '..', 'lah', 'wong', 'mereka', 'juga', 'hampir', 'semua', 'korupsi', '...', '😂😂😂']","['kalo', 'membasmi', 'korupsi', 'ya', 'tar', 'abis', 'dong', 'para', 'anggota', 'penegak', 'hukum', 'lah', 'wong', 'mereka', 'juga', 'hampir', 'semua', 'korupsi']","['kalo', 'membasmi', 'korupsi', 'tar', 'abis', 'anggota', 'penegak', 'hukum', 'korupsi']"
@anggie59,berhayal 😂,1 hari yang lalu,"['berhayal', '😂']",['berhayal'],['berhayal']
@denjaku94,mungkin sudah di lakukan tapi untuk memeras koruptor itu,1 hari yang lalu,"['mungkin', 'sudah', 'di', 'lakukan', 'tapi', 'untuk', 'memeras', 'koruptor', 'itu']","['mungkin', 'sudah', 'di', 'lakukan', 'tapi', 'untuk', 'memeras', 'koruptor', 'itu']","['lakukan', 'memeras', 'koruptor']"
@juangsedekah,"mainmu kurang jauh bro, banyak tuh data korupsi dan data koruptor yang sudah dibongkar ke publik, emang aparat aja yang tutup kuping dan tutup mata",1 hari yang lalu,"['mainmu', 'kurang', 'jauh', 'bro', ',', 'banyak', 'tuh', 'data', 'korupsi', 'dan', 'data', 'koruptor', 'yang', 'sudah', 'dibongkar', 'ke', 'publik', ',', 'emang', 'aparat', 'aja', 'yang', 'tutup', 'kuping', 'dan', 'tutup', 'mata']","['mainmu', 'kurang', 'jauh', 'bro', 'banyak', 'tuh', 'data', 'korupsi', 'dan', 'data', 'koruptor', 'yang', 'sudah', 'dibongkar', 'ke', 'publik', 'emang', 'aparat', 'aja', 'yang', 'tutup', 'kuping', 'dan', 'tutup', 'mata']","['mainmu', 'bro', 'tuh', 'data', 'korupsi', 'data', 'koruptor', 'dibongkar', 'publik', 'emang', 'aparat', 'aja', 'tutup', 'kuping', 'tutup', 'mata']"
@elys1778,setuju bngt.. dan harus nya para pejabat khusus nya polisi yg jd penjahat di balik sragam nya,1 hari yang lalu,"['setuju', 'bngt', '..', 'dan', 'harus', 'nya', 'para', 'pejabat', 'khusus', 'nya', 'polisi', 'yg', 'jd', 'penjahat', 'di', 'balik', 'sragam', 'nya']","['setuju', 'bngt', 'dan', 'harus', 'nya', 'para', 'pejabat', 'khusus', 'nya', 'polisi', 'yg', 'jd', 'penjahat', 'di', 'balik', 'sragam', 'nya']","['setuju', 'bngt', 'nya', 'pejabat', 'khusus', 'nya', 'polisi', 'yg', 'jd', 'penjahat', 'sragam', 'nya']"
@mbstyle7373,mau di buka segimanapun mau dia korupsi di mata kita juga pejabat hnyalah pejabat mereka bakal tutupin dengan segala cara😂,1 hari yang lalu,"['mau', 'di', 'buka', 'segimanapun', 'mau', 'dia', 'korupsi', 'di', 'mata', 'kita', 'juga', 'pejabat', 'hnyalah', 'pejabat', 'mereka', 'bakal', 'tutupin', 'dengan', 'segala', 'cara😂']","['mau', 'di', 'buka', 'segimanapun', 'mau', 'dia', 'korupsi', 'di', 'mata', 'kita', 'juga', 'pejabat', 'hnyalah', 'pejabat', 'mereka', 'bakal', 'tutupin', 'dengan', 'segala', 'cara']","['buka', 'segimanapun', 'korupsi', 'mata', 'pejabat', 'hnyalah', 'pejabat', 'tutupin']"
@rzglobal21,"bjoarka itu paling banter hake pesbuk,kalau masalah data  kalau pengurus desa aja pegang data masyarakat desa nya .haker itu kayak dukun 99% bohong 1%cari gratisan",1 hari yang lalu,"['bjoarka', 'itu', 'paling', 'banter', 'hake', 'pesbuk', ',', 'kalau', 'masalah', 'data', 'kalau', 'pengurus', 'desa', 'aja', 'pegang', 'data', 'masyarakat', 'desa', 'nya', '.haker', 'itu', 'kayak', 'dukun', '99', '%', 'bohong', '1', '%', 'cari', 'gratisan']","['bjoarka', 'itu', 'paling', 'banter', 'hake', 'pesbuk', 'kalau', 'masalah', 'data', 'kalau', 'pengurus', 'desa', 'aja', 'pegang', 'data', 'masyarakat', 'desa', 'nya', 'haker', 'itu', 'kayak', 'dukun', '99', 'bohong', '1', 'cari', 'gratisan']","['bjoarka', 'banter', 'hake', 'pesbuk', 'data', 'pengurus', 'desa', 'aja', 'pegang', 'data', 'masyarakat', 'desa', 'nya', 'haker', 'kayak', 'dukun', '99', 'bohong', '1', 'cari', 'gratisan']"
@fathorrasi1072,untungnya apa buat byorka,1 hari yang lalu,"['untungnya', 'apa', 'buat', 'byorka']","['untungnya', 'apa', 'buat', 'byorka']","['untungnya', 'byorka']"
@arjunarpm1688,​ @goesbye aku suka koment u bro kadang proses soal korupsi pejabat tapi dia sndri korupsi uang bos nya,1 hari yang lalu,"['\u200b', '@', 'goesbye', 'aku', 'suka', 'koment', 'u', 'bro', 'kadang', 'proses', 'soal', 'korupsi', 'pejabat', 'tapi', 'dia', 'sndri', 'korupsi', 'uang', 'bos', 'nya']","['goesbye', 'aku', 'suka', 'koment', 'u', 'bro', 'kadang', 'proses', 'soal', 'korupsi', 'pejabat', 'tapi', 'dia', 'sndri', 'korupsi', 'uang', 'bos', 'nya']","['goesbye', 'suka', 'koment', 'u', 'bro', 'kadang', 'proses', 'korupsi', 'pejabat', 'sndri', 'korupsi', 'uang', 'bos', 'nya']"
@kakekmuda98,korupt0r itu pinter bang.. belum ada ceritanya kan ott transfer bank.. mereka rata2 pake cash,1 hari yang lalu,"['korupt0r', 'itu', 'pinter', 'bang', '..', 'belum', 'ada', 'ceritanya', 'kan', 'ott', 'transfer', 'bank', '..', 'mereka', 'rata2', 'pake', 'cash']","['korupt0r', 'itu', 'pinter', 'bang', 'belum', 'ada', 'ceritanya', 'kan', 'ott', 'transfer', 'bank', 'mereka', 'rata2', 'pake', 'cash']","['korupt0r', 'pinter', 'bang', 'ceritanya', 'ott', 'transfer', 'bank', 'rata2', 'pake', 'cash']"
@farzanazillah,"yang tau celah kpu yang bisa di hack aja di laporin balik ke polisi,
apalagi lagi byorka mau bongkar kasus korupsi. yang terima malah zonk😂😂😂",1 hari yang lalu,"['yang', 'tau', 'celah', 'kpu', 'yang', 'bisa', 'di', 'hack', 'aja', 'di', 'laporin', 'balik', 'ke', 'polisi', ',', 'apalagi', 'lagi', 'byorka', 'mau', 'bongkar', 'kasus', 'korupsi', '.', 'yang', 'terima', 'malah', 'zonk😂😂😂']","['yang', 'tau', 'celah', 'kpu', 'yang', 'bisa', 'di', 'hack', 'aja', 'di', 'laporin', 'balik', 'ke', 'polisi', 'apalagi', 'lagi', 'byorka', 'mau', 'bongkar', 'kasus', 'korupsi', 'yang', 'terima', 'malah', 'zonk']","['tau', 'celah', 'kpu', 'hack', 'aja', 'laporin', 'polisi', 'byorka', 'bongkar', 'korupsi', 'terima', 'zonk']"
@goesbye,"​ @arjunarpm1688  fakta itu bang,gw kerja dan sama aja..level pekerja pun itu serakah,doyan duit,,yg bedain sama korup nya pejabat cuma di nominalnya aja",1 hari yang lalu,"['\u200b', '@', 'arjunarpm1688', 'fakta', 'itu', 'bang', ',', 'gw', 'kerja', 'dan', 'sama', 'aja', '..', 'level', 'pekerja', 'pun', 'itu', 'serakah', ',', 'doyan', 'duit', ',', ',yg', 'bedain', 'sama', 'korup', 'nya', 'pejabat', 'cuma', 'di', 'nominalnya', 'aja']","['arjunarpm1688', 'fakta', 'itu', 'bang', 'gw', 'kerja', 'dan', 'sama', 'aja', 'level', 'pekerja', 'pun', 'itu', 'serakah', 'doyan', 'duit', 'yg', 'bedain', 'sama', 'korup', 'nya', 'pejabat', 'cuma', 'di', 'nominalnya', 'aja']","['arjunarpm1688', 'fakta', 'bang', 'gw', 'kerja', 'aja', 'level', 'pekerja', 'serakah', 'doyan', 'duit', 'yg', 'bedain', 'korup', 'nya', 'pejabat', 'nominalnya', 'aja']"
@rzglobal21, @fathorrasi1072  dia ga bisa apa2 makanya ga di pake negara,1 hari yang lalu,"['@', 'fathorrasi1072', 'dia', 'ga', 'bisa', 'apa2', 'makanya', 'ga', 'di', 'pake', 'negara']","['fathorrasi1072', 'dia', 'ga', 'bisa', 'apa2', 'makanya', 'ga', 'di', 'pake', 'negara']","['fathorrasi1072', 'ga', 'apa2', 'ga', 'pake', 'negara']"
@bagashartanto-wl3qk,bener tuh layak di rekrut polri / kpk nih... bukannya malah di penjara,1 hari yang lalu,"['bener', 'tuh', 'layak', 'di', 'rekrut', 'polri', '/', 'kpk', 'nih', '...', 'bukannya', 'malah', 'di', 'penjara']","['bener', 'tuh', 'layak', 'di', 'rekrut', 'polri', 'kpk', 'nih', 'bukannya', 'malah', 'di', 'penjara']","['bener', 'tuh', 'layak', 'rekrut', 'polri', 'kpk', 'nih', 'penjara']"
@filusalharis5770,selama hukum bisa d suap mo kasih bukti segunung ttp bs lolos.....,1 hari yang lalu,"['selama', 'hukum', 'bisa', 'd', 'suap', 'mo', 'kasih', 'bukti', 'segunung', 'ttp', 'bs', 'lolos', '.....']","['selama', 'hukum', 'bisa', 'd', 'suap', 'mo', 'kasih', 'bukti', 'segunung', 'ttp', 'bs', 'lolos']","['hukum', 'd', 'suap', 'mo', 'kasih', 'bukti', 'segunung', 'ttp', 'bs', 'lolos']"
@bjorka68,🎭,1 hari yang lalu,['🎭'],[],[]
@vhiereynald962,nice 🎉🎉🎉,1 hari yang lalu,"['nice', '🎉🎉🎉']",['nice'],['nice']
@suleman2700,kita patungan bayar bjorka buat bongkar korup,1 hari yang lalu,"['kita', 'patungan', 'bayar', 'bjorka', 'buat', 'bongkar', 'korup']","['kita', 'patungan', 'bayar', 'bjorka', 'buat', 'bongkar', 'korup']","['patungan', 'bayar', 'bjorka', 'bongkar', 'korup']"
@bjork4htv,ngapain di gaji juga kaga aneh,23 jam yang lalu,"['ngapain', 'di', 'gaji', 'juga', 'kaga', 'aneh']","['ngapain', 'di', 'gaji', 'juga', 'kaga', 'aneh']","['ngapain', 'gaji', 'kaga', 'aneh']"
@bjork4htv,duit2 rakyak juga mau di korupsi ya silakan aja para pejabat yg terhormat,23 jam yang lalu,"['duit2', 'rakyak', 'juga', 'mau', 'di', 'korupsi', 'ya', 'silakan', 'aja', 'para', 'pejabat', 'yg', 'terhormat']","['duit2', 'rakyak', 'juga', 'mau', 'di', 'korupsi', 'ya', 'silakan', 'aja', 'para', 'pejabat', 'yg', 'terhormat']","['duit2', 'rakyak', 'korupsi', 'silakan', 'aja', 'pejabat', 'yg', 'terhormat']"
@jp-mo7kc,"mana bisa 😅
lu pikir, semudah ambil data di kelurahan?. mempublikasikan??, sebelum mempublikasikan harus ada penetapan, sebelum penetapan harus ada pemeriksaan, sebelum pemeriksaan harus ada data a - z.

tidak sesederhana pemikiranmu.

membongkar dan membuktikan” korupsi, padahal itu tidak realistis. korupsi tidak sesederhana membuka file data — aliran uangnya rumit, bercabang, melibatkan banyak instansi, audit, dan proses hukum berlapis.

penetapan koruptor hanya bisa dilakukan oleh lembaga resmi seperti bpk, kpk, dan pengadilan, karena mereka punya akses dan kewenangan hukum untuk memeriksa, mengaudit, dan memverifikasi bukti secara sah.

jadi bukan soal hebat atau tidaknya hacker, tapi soal proses hukum yang valid dan bisa dipertanggungjawabkan. membongkar data tanpa konteks hanya menimbulkan fitnah dan kebingungan publik — bukan keadilan yang sesungguhnya.",22 jam yang lalu (diedit),"['mana', 'bisa', '😅', 'lu', 'pikir', ',', 'semudah', 'ambil', 'data', 'di', 'kelurahan', '?', '.', 'mempublikasikan', '?', '?', ',', 'sebelum', 'mempublikasikan', 'harus', 'ada', 'penetapan', ',', 'sebelum', 'penetapan', 'harus', 'ada', 'pemeriksaan', ',', 'sebelum', 'pemeriksaan', 'harus', 'ada', 'data', 'a', '-', 'z.', 'tidak', 'sesederhana', 'pemikiranmu', '.', 'membongkar', 'dan', 'membuktikan', '”', 'korupsi', ',', 'padahal', 'itu', 'tidak', 'realistis', '.', 'korupsi', 'tidak', 'sesederhana', 'membuka', 'file', 'data', '—', 'aliran', 'uangnya', 'rumit', ',', 'bercabang', ',', 'melibatkan', 'banyak', 'instansi', ',', 'audit', ',', 'dan', 'proses', 'hukum', 'berlapis', '.', 'penetapan', 'koruptor', 'hanya', 'bisa', 'dilakukan', 'oleh', 'lembaga', 'resmi', 'seperti', 'bpk', ',', 'kpk', ',', 'dan', 'pengadilan', ',', 'karena', 'mereka', 'punya', 'akses', 'dan', 'kewenangan', 'hukum', 'untuk', 'memeriksa', ',', 'mengaudit', ',', 'dan', 'memverifikasi', 'bukti', 'secara', 'sah', '.', 'jadi', 'bukan', 'soal', 'hebat', 'atau', 'tidaknya', 'hacker', ',', 'tapi', 'soal', 'proses', 'hukum', 'yang', 'valid', 'dan', 'bisa', 'dipertanggungjawabkan', '.', 'membongkar', 'data', 'tanpa', 'konteks', 'hanya', 'menimbulkan', 'fitnah', 'dan', 'kebingungan', 'publik', '—', 'bukan', 'keadilan', 'yang', 'sesungguhnya', '.']","['mana', 'bisa', 'lu', 'pikir', 'semudah', 'ambil', 'data', 'di', 'kelurahan', 'mempublikasikan', 'sebelum', 'mempublikasikan', 'harus', 'ada', 'penetapan', 'sebelum', 'penetapan', 'harus', 'ada', 'pemeriksaan', 'sebelum', 'pemeriksaan', 'harus', 'ada', 'data', 'a', 'z', 'tidak', 'sesederhana', 'pemikiranmu', 'membongkar', 'dan', 'membuktikan', 'korupsi', 'padahal', 'itu', 'tidak', 'realistis', 'korupsi', 'tidak', 'sesederhana', 'membuka', 'file', 'data', 'aliran', 'uangnya', 'rumit', 'bercabang', 'melibatkan', 'banyak', 'instansi', 'audit', 'dan', 'proses', 'hukum', 'berlapis', 'penetapan', 'koruptor', 'hanya', 'bisa', 'dilakukan', 'oleh', 'lembaga', 'resmi', 'seperti', 'bpk', 'kpk', 'dan', 'pengadilan', 'karena', 'mereka', 'punya', 'akses', 'dan', 'kewenangan', 'hukum', 'untuk', 'memeriksa', 'mengaudit', 'dan', 'memverifikasi', 'bukti', 'secara', 'sah', 'jadi', 'bukan', 'soal', 'hebat', 'atau', 'tidaknya', 'hacker', 'tapi', 'soal', 'proses', 'hukum', 'yang', 'valid', 'dan', 'bisa', 'dipertanggungjawabkan', 'membongkar', 'data', 'tanpa', 'konteks', 'hanya', 'menimbulkan', 'fitnah', 'dan', 'kebingungan', 'publik', 'bukan', 'keadilan', 'yang', 'sesungguhnya']","['lu', 'pikir', 'semudah', 'ambil', 'data', 'kelurahan', 'mempublikasikan', 'mempublikasikan', 'penetapan', 'penetapan', 'pemeriksaan', 'pemeriksaan', 'data', 'a', 'z', 'sesederhana', 'pemikiranmu', 'membongkar', 'membuktikan', 'korupsi', 'realistis', 'korupsi', 'sesederhana', 'membuka', 'file', 'data', 'aliran', 'uangnya', 'rumit', 'bercabang', 'melibatkan', 'instansi', 'audit', 'proses', 'hukum', 'berlapis', 'penetapan', 'koruptor', 'lembaga', 'resmi', 'bpk', 'kpk', 'pengadilan', 'akses', 'kewenangan', 'hukum', 'memeriksa', 'mengaudit', 'memverifikasi', 'bukti', 'sah', 'hebat', 'tidaknya', 'hacker', 'proses', 'hukum', 'valid', 'dipertanggungjawabkan', 'membongkar', 'data', 'konteks', 'menimbulkan', 'fitnah', 'kebingungan', 'publik', 'keadilan', 'sesungguhnya']"
@ingridmonica3747,nah,19 jam yang lalu,['nah'],['nah'],[]
@gulingkanfurina,"kalau begitu anda bayar si bjorka.kan motif nya uang.
simpel saja",16 jam yang lalu,"['kalau', 'begitu', 'anda', 'bayar', 'si', 'bjorka.kan', 'motif', 'nya', 'uang', '.', 'simpel', 'saja']","['kalau', 'begitu', 'anda', 'bayar', 'si', 'bjorkakan', 'motif', 'nya', 'uang', 'simpel', 'saja']","['bayar', 'si', 'bjorkakan', 'motif', 'nya', 'uang', 'simpel']"
@zezelaper,"dia mesinnya nine dragon biar buat managemen konflik, rakyat teralihkan dari berita yg ada",14 jam yang lalu,"['dia', 'mesinnya', 'nine', 'dragon', 'biar', 'buat', 'managemen', 'konflik', ',', 'rakyat', 'teralihkan', 'dari', 'berita', 'yg', 'ada']","['dia', 'mesinnya', 'nine', 'dragon', 'biar', 'buat', 'managemen', 'konflik', 'rakyat', 'teralihkan', 'dari', 'berita', 'yg', 'ada']","['mesinnya', 'nine', 'dragon', 'biar', 'managemen', 'konflik', 'rakyat', 'teralihkan', 'berita', 'yg']"
@rininovitaaryani,yng korup mh pasti di lindungi meski terbongkar,11 jam yang lalu,"['yng', 'korup', 'mh', 'pasti', 'di', 'lindungi', 'meski', 'terbongkar']","['yng', 'korup', 'mh', 'pasti', 'di', 'lindungi', 'meski', 'terbongkar']","['yng', 'korup', 'mh', 'lindungi', 'terbongkar']"
@nawaseno7058,buat donasi saja buat byorka untuk bocorin data para koruptor pampang datanya di media sosial 😅😅😅😅😅,6 jam yang lalu,"['buat', 'donasi', 'saja', 'buat', 'byorka', 'untuk', 'bocorin', 'data', 'para', 'koruptor', 'pampang', 'datanya', 'di', 'media', 'sosial', '😅😅😅😅😅']","['buat', 'donasi', 'saja', 'buat', 'byorka', 'untuk', 'bocorin', 'data', 'para', 'koruptor', 'pampang', 'datanya', 'di', 'media', 'sosial']","['donasi', 'byorka', 'bocorin', 'data', 'koruptor', 'pampang', 'datanya', 'media', 'sosial']"
@sableng4048,gak mungkin jongos pemegang akses server negara berani nyebarin data tuannya. mereka gak kayak julian assenge,6 jam yang lalu,"['gak', 'mungkin', 'jongos', 'pemegang', 'akses', 'server', 'negara', 'berani', 'nyebarin', 'data', 'tuannya', '.', 'mereka', 'gak', 'kayak', 'julian', 'assenge']","['gak', 'mungkin', 'jongos', 'pemegang', 'akses', 'server', 'negara', 'berani', 'nyebarin', 'data', 'tuannya', 'mereka', 'gak', 'kayak', 'julian', 'assenge']","['gak', 'jongos', 'pemegang', 'akses', 'server', 'negara', 'berani', 'nyebarin', 'data', 'tuannya', 'gak', 'kayak', 'julian', 'assenge']"
@cahayamalayeka,dy mau kl slruh masyrkt indonesia patungan mmbayar y😂😂😂,5 jam yang lalu,"['dy', 'mau', 'kl', 'slruh', 'masyrkt', 'indonesia', 'patungan', 'mmbayar', 'y😂😂😂']","['dy', 'mau', 'kl', 'slruh', 'masyrkt', 'indonesia', 'patungan', 'mmbayar', 'y']","['dy', 'kl', 'slruh', 'masyrkt', 'indonesia', 'patungan', 'mmbayar', 'y']"
@thekatzenberg,🤫🫢🤭😂🤣,1 hari yang lalu,['🤫\U0001fae2🤭😂🤣'],[],[]
@masadit_id,pasti anak ycl wkwkwkwk,1 hari yang lalu,"['pasti', 'anak', 'ycl', 'wkwkwkwk']","['pasti', 'anak', 'ycl', 'wkwkwkwk']","['anak', 'ycl', 'wkwkwkwk']"
@kopi-hitam76,mereka pikir ini masih tahun 80-90an om😅😅😅maklum boomer tuirrr,2 hari yang lalu,"['mereka', 'pikir', 'ini', 'masih', 'tahun', '80-90an', 'om😅😅😅maklum', 'boomer', 'tuirrr']","['mereka', 'pikir', 'ini', 'masih', 'tahun', '8090an', 'ommaklum', 'boomer', 'tuirrr']","['pikir', '8090an', 'ommaklum', 'boomer', 'tuirrr']"
@yamanfarma965,gak kaya zaman suharto rakyat tunduk sama pemerintah dan polisi,2 hari yang lalu,"['gak', 'kaya', 'zaman', 'suharto', 'rakyat', 'tunduk', 'sama', 'pemerintah', 'dan', 'polisi']","['gak', 'kaya', 'zaman', 'suharto', 'rakyat', 'tunduk', 'sama', 'pemerintah', 'dan', 'polisi']","['gak', 'kaya', 'zaman', 'suharto', 'rakyat', 'tunduk', 'pemerintah', 'polisi']"
@abcdewxz,"​ @yamanfarma965  ya sekalinya singgung pemerintahan ilang tu orang pasti, contoh nya munir😄",2 hari yang lalu,"['\u200b', '@', 'yamanfarma965', 'ya', 'sekalinya', 'singgung', 'pemerintahan', 'ilang', 'tu', 'orang', 'pasti', ',', 'contoh', 'nya', 'munir😄']","['yamanfarma965', 'ya', 'sekalinya', 'singgung', 'pemerintahan', 'ilang', 'tu', 'orang', 'pasti', 'contoh', 'nya', 'munir']","['yamanfarma965', 'sekalinya', 'singgung', 'pemerintahan', 'ilang', 'tu', 'orang', 'contoh', 'nya', 'munir']"
@pandu_abpr,"kalo udah pada pinter, mana ada lg yg main judol yg jelas dipermainkan sistem",2 hari yang lalu,"['kalo', 'udah', 'pada', 'pinter', ',', 'mana', 'ada', 'lg', 'yg', 'main', 'judol', 'yg', 'jelas', 'dipermainkan', 'sistem']","['kalo', 'udah', 'pada', 'pinter', 'mana', 'ada', 'lg', 'yg', 'main', 'judol', 'yg', 'jelas', 'dipermainkan', 'sistem']","['kalo', 'udah', 'pinter', 'lg', 'yg', 'main', 'judol', 'yg', 'dipermainkan', 'sistem']"
@elsasari-u6x,​ @pandu_abpr tapi ngehack sistem judul biar bisa menang malah dianggap illegal access,2 hari yang lalu,"['\u200b', '@', 'pandu_abpr', 'tapi', 'ngehack', 'sistem', 'judul', 'biar', 'bisa', 'menang', 'malah', 'dianggap', 'illegal', 'access']","['panduabpr', 'tapi', 'ngehack', 'sistem', 'judul', 'biar', 'bisa', 'menang', 'malah', 'dianggap', 'illegal', 'access']","['panduabpr', 'ngehack', 'sistem', 'judul', 'biar', 'menang', 'dianggap', 'illegal', 'access']"
@jerapahz,"pengalihan isu itu dan bisa naik pangkat 😂🤣. tau kan kenapa judyo0l ada mulu, rakyat pikir kan pada bodoh gabisa nangkap dan blokir? salah. kalo bisa diduitin kenapa ditangkap? 🤣🤣🤣",2 hari yang lalu,"['pengalihan', 'isu', 'itu', 'dan', 'bisa', 'naik', 'pangkat', '😂🤣', '.', 'tau', 'kan', 'kenapa', 'judyo0l', 'ada', 'mulu', ',', 'rakyat', 'pikir', 'kan', 'pada', 'bodoh', 'gabisa', 'nangkap', 'dan', 'blokir', '?', 'salah', '.', 'kalo', 'bisa', 'diduitin', 'kenapa', 'ditangkap', '?', '🤣🤣🤣']","['pengalihan', 'isu', 'itu', 'dan', 'bisa', 'naik', 'pangkat', 'tau', 'kan', 'kenapa', 'judyo0l', 'ada', 'mulu', 'rakyat', 'pikir', 'kan', 'pada', 'bodoh', 'gabisa', 'nangkap', 'dan', 'blokir', 'salah', 'kalo', 'bisa', 'diduitin', 'kenapa', 'ditangkap']","['pengalihan', 'isu', 'pangkat', 'tau', 'judyo0l', 'mulu', 'rakyat', 'pikir', 'bodoh', 'gabisa', 'nangkap', 'blokir', 'salah', 'kalo', 'diduitin', 'ditangkap']"
@nangimhanan-g3x,yg didepan mata aja g bs ditangkep...itu org jokowi si silpester...msih berkliaran...pdhl statusnya tersangka.,2 hari yang lalu,"['yg', 'didepan', 'mata', 'aja', 'g', 'bs', 'ditangkep', '...', 'itu', 'org', 'jokowi', 'si', 'silpester', '...', 'msih', 'berkliaran', '...', 'pdhl', 'statusnya', 'tersangka', '.']","['yg', 'didepan', 'mata', 'aja', 'g', 'bs', 'ditangkep', 'itu', 'org', 'jokowi', 'si', 'silpester', 'msih', 'berkliaran', 'pdhl', 'statusnya', 'tersangka']","['yg', 'didepan', 'mata', 'aja', 'g', 'bs', 'ditangkep', 'org', 'jokowi', 'si', 'silpester', 'msih', 'berkliaran', 'pdhl', 'statusnya', 'tersangka']"
@bunaddd19,"udah pak  udah,makin kesini makin malu maluin 😂",2 hari yang lalu,"['udah', 'pak', 'udah', ',', 'makin', 'kesini', 'makin', 'malu', 'maluin', '😂']","['udah', 'pak', 'udah', 'makin', 'kesini', 'makin', 'malu', 'maluin']","['udah', 'udah', 'kesini', 'malu', 'maluin']"
@rafamu.og07,"pojokkan? keknya tidak deh
ketawanya bjorka di singgasana",2 hari yang lalu,"['pojokkan', '?', 'keknya', 'tidak', 'deh', 'ketawanya', 'bjorka', 'di', 'singgasana']","['pojokkan', 'keknya', 'tidak', 'deh', 'ketawanya', 'bjorka', 'di', 'singgasana']","['pojokkan', 'keknya', 'deh', 'ketawanya', 'bjorka', 'singgasana']"
@uncledendidp6747,gimana ng primitif klo ilmu lulusannya dominan sma sederajat,1 hari yang lalu,"['gimana', 'ng', 'primitif', 'klo', 'ilmu', 'lulusannya', 'dominan', 'sma', 'sederajat']","['gimana', 'ng', 'primitif', 'klo', 'ilmu', 'lulusannya', 'dominan', 'sma', 'sederajat']","['gimana', 'ng', 'primitif', 'klo', 'ilmu', 'lulusannya', 'dominan', 'sma', 'sederajat']"
