username,comment,time,tokens,cleaned_tokens,filtered_tokens
@kirminandi,​ @kaumrebahanmerapat9748 jokowi lagi jokowi lagi apa indonesia gk ada yg lebih dari jokowi 😂😂😂,1 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'jokowi', 'lagi', 'jokowi', 'lagi', 'apa', 'indonesia', 'gk', 'ada', 'yg', 'lebih', 'dari', 'jokowi', '😂😂😂']","['kaumrebahanmerapat9748', 'jokowi', 'lagi', 'jokowi', 'lagi', 'apa', 'indonesia', 'gk', 'ada', 'yg', 'lebih', 'dari', 'jokowi']","['kaumrebahanmerapat9748', 'jokowi', 'jokowi', 'indonesia', 'gk', 'yg', 'jokowi']"
@fadhilfn04,bjirlah masih bermain dengan caranya,1 hari yang lalu,"['bjirlah', 'masih', 'bermain', 'dengan', 'caranya']","['bjirlah', 'masih', 'bermain', 'dengan', 'caranya']","['bjirlah', 'bermain']"
@syifaelfath6608,"​ @kaumrebahanmerapat9748  wew, emang kasus apa aja? di medan? papua? 
pas byk berita viral akhir² ini kadang mikir, ini pengalihan isu dari berita apa yaaa",1 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'wew', ',', 'emang', 'kasus', 'apa', 'aja', '?', 'di', 'medan', '?', 'papua', '?', 'pas', 'byk', 'berita', 'viral', 'akhir²', 'ini', 'kadang', 'mikir', ',', 'ini', 'pengalihan', 'isu', 'dari', 'berita', 'apa', 'yaaa']","['kaumrebahanmerapat9748', 'wew', 'emang', 'kasus', 'apa', 'aja', 'di', 'medan', 'papua', 'pas', 'byk', 'berita', 'viral', 'akhir', 'ini', 'kadang', 'mikir', 'ini', 'pengalihan', 'isu', 'dari', 'berita', 'apa', 'yaaa']","['kaumrebahanmerapat9748', 'wew', 'emang', 'aja', 'medan', 'papua', 'pas', 'byk', 'berita', 'viral', 'kadang', 'mikir', 'pengalihan', 'isu', 'berita', 'yaaa']"
@ramhatadit166,cari kerja yg paling mahal ya jadi polisi .orang pinter mana mau masuk polisi 😂😂😂😂,1 hari yang lalu,"['cari', 'kerja', 'yg', 'paling', 'mahal', 'ya', 'jadi', 'polisi', '.orang', 'pinter', 'mana', 'mau', 'masuk', 'polisi', '😂😂😂😂']","['cari', 'kerja', 'yg', 'paling', 'mahal', 'ya', 'jadi', 'polisi', 'orang', 'pinter', 'mana', 'mau', 'masuk', 'polisi']","['cari', 'kerja', 'yg', 'mahal', 'polisi', 'orang', 'pinter', 'masuk', 'polisi']"
@arisrahmawan,"polisinya itu malu 😅😅😅 jangan hacker nangkep maling aja ga bisa wkwkwkwk,paling "" maling tersebut di tangkep warga baru di serahin ke polisi jarang juga polisi bisa nangkep 😅😅",1 hari yang lalu,"['polisinya', 'itu', 'malu', '😅😅😅', 'jangan', 'hacker', 'nangkep', 'maling', 'aja', 'ga', 'bisa', 'wkwkwkwk', ',', 'paling', '``', 'maling', 'tersebut', 'di', 'tangkep', 'warga', 'baru', 'di', 'serahin', 'ke', 'polisi', 'jarang', 'juga', 'polisi', 'bisa', 'nangkep', '😅😅']","['polisinya', 'itu', 'malu', 'jangan', 'hacker', 'nangkep', 'maling', 'aja', 'ga', 'bisa', 'wkwkwkwk', 'paling', 'maling', 'tersebut', 'di', 'tangkep', 'warga', 'baru', 'di', 'serahin', 'ke', 'polisi', 'jarang', 'juga', 'polisi', 'bisa', 'nangkep']","['polisinya', 'malu', 'hacker', 'nangkep', 'maling', 'aja', 'ga', 'wkwkwkwk', 'maling', 'tangkep', 'warga', 'serahin', 'polisi', 'jarang', 'polisi', 'nangkep']"
@aryakusuma-p1q8v,"oh yang melapor itu bank swata ya? pantes polisinya kerja, cuan cuan cuan",1 hari yang lalu,"['oh', 'yang', 'melapor', 'itu', 'bank', 'swata', 'ya', '?', 'pantes', 'polisinya', 'kerja', ',', 'cuan', 'cuan', 'cuan']","['oh', 'yang', 'melapor', 'itu', 'bank', 'swata', 'ya', 'pantes', 'polisinya', 'kerja', 'cuan', 'cuan', 'cuan']","['melapor', 'bank', 'swata', 'pantes', 'polisinya', 'kerja', 'cuan', 'cuan', 'cuan']"
@lexia1231,titik komamu benerin,1 hari yang lalu,"['titik', 'komamu', 'benerin']","['titik', 'komamu', 'benerin']","['titik', 'komamu', 'benerin']"
@mudaberprestasi,"namanya juga anak pramuka, mana ada yang ngerti teknologia. mereka cuma belajar bertahan hidup dg cara mereka. apa yang bisa di andalkan oleh komunitas pramuka di idn ini.",1 hari yang lalu,"['namanya', 'juga', 'anak', 'pramuka', ',', 'mana', 'ada', 'yang', 'ngerti', 'teknologia', '.', 'mereka', 'cuma', 'belajar', 'bertahan', 'hidup', 'dg', 'cara', 'mereka', '.', 'apa', 'yang', 'bisa', 'di', 'andalkan', 'oleh', 'komunitas', 'pramuka', 'di', 'idn', 'ini', '.']","['namanya', 'juga', 'anak', 'pramuka', 'mana', 'ada', 'yang', 'ngerti', 'teknologia', 'mereka', 'cuma', 'belajar', 'bertahan', 'hidup', 'dg', 'cara', 'mereka', 'apa', 'yang', 'bisa', 'di', 'andalkan', 'oleh', 'komunitas', 'pramuka', 'di', 'idn', 'ini']","['namanya', 'anak', 'pramuka', 'ngerti', 'teknologia', 'belajar', 'bertahan', 'hidup', 'dg', 'andalkan', 'komunitas', 'pramuka', 'idn']"
@danyprayoga6267,wkwkwkw,1 hari yang lalu,['wkwkwkw'],['wkwkwkw'],['wkwkwkw']
@simonbudijanto8685,😂😂😂,1 hari yang lalu,['😂😂😂'],[],[]
@chesterbennington-u9g,mau mancing termul keluar dari gorong² gampang bgt... ini buktinya pada nongol buzzer termul satu per satu 😂😂😂,1 hari yang lalu,"['mau', 'mancing', 'termul', 'keluar', 'dari', 'gorong²', 'gampang', 'bgt', '...', 'ini', 'buktinya', 'pada', 'nongol', 'buzzer', 'termul', 'satu', 'per', 'satu', '😂😂😂']","['mau', 'mancing', 'termul', 'keluar', 'dari', 'gorong', 'gampang', 'bgt', 'ini', 'buktinya', 'pada', 'nongol', 'buzzer', 'termul', 'satu', 'per', 'satu']","['mancing', 'termul', 'gorong', 'gampang', 'bgt', 'buktinya', 'nongol', 'buzzer', 'termul']"
@riezablar-blar1131, @kaumrebahanmerapat9748  apa lagi ini di luar pembahasan 🤣,1 hari yang lalu,"['@', 'kaumrebahanmerapat9748', 'apa', 'lagi', 'ini', 'di', 'luar', 'pembahasan', '🤣']","['kaumrebahanmerapat9748', 'apa', 'lagi', 'ini', 'di', 'luar', 'pembahasan']","['kaumrebahanmerapat9748', 'pembahasan']"
@stefanusdwi4512,"wkwkwkwkwk ini komen lucu banget bangg. tapi lebih gerrr lgi klo semuanya pake bahasa indonesia jadi kayak
pemerintah : bjorka tertangkap
bjorka : sedang mengetik...",1 hari yang lalu,"['wkwkwkwkwk', 'ini', 'komen', 'lucu', 'banget', 'bangg', '.', 'tapi', 'lebih', 'gerrr', 'lgi', 'klo', 'semuanya', 'pake', 'bahasa', 'indonesia', 'jadi', 'kayak', 'pemerintah', ':', 'bjorka', 'tertangkap', 'bjorka', ':', 'sedang', 'mengetik', '...']","['wkwkwkwkwk', 'ini', 'komen', 'lucu', 'banget', 'bangg', 'tapi', 'lebih', 'gerrr', 'lgi', 'klo', 'semuanya', 'pake', 'bahasa', 'indonesia', 'jadi', 'kayak', 'pemerintah', 'bjorka', 'tertangkap', 'bjorka', 'sedang', 'mengetik']","['wkwkwkwkwk', 'komen', 'lucu', 'banget', 'bangg', 'gerrr', 'lgi', 'klo', 'pake', 'bahasa', 'indonesia', 'kayak', 'pemerintah', 'bjorka', 'tertangkap', 'bjorka', 'mengetik']"
@blackmaker-z4m,"​ @kaumrebahanmerapat9748 biasa lah, mentok itu.. 😅
pengalihan diatas pengalihan demi kenyamanan, hargadiri dan sesuap nasi 😅",1 hari yang lalu,"['\u200b', '@', 'kaumrebahanmerapat9748', 'biasa', 'lah', ',', 'mentok', 'itu', '..', '😅', 'pengalihan', 'diatas', 'pengalihan', 'demi', 'kenyamanan', ',', 'hargadiri', 'dan', 'sesuap', 'nasi', '😅']","['kaumrebahanmerapat9748', 'biasa', 'lah', 'mentok', 'itu', 'pengalihan', 'diatas', 'pengalihan', 'demi', 'kenyamanan', 'hargadiri', 'dan', 'sesuap', 'nasi']","['kaumrebahanmerapat9748', 'mentok', 'pengalihan', 'diatas', 'pengalihan', 'kenyamanan', 'hargadiri', 'sesuap', 'nasi']"
@davidbeckham2394,😴,1 hari yang lalu,['😴'],[],[]
@bjorka68,🎭🎭,1 hari yang lalu,['🎭🎭'],[],[]
@hantu-rimba,nagkep fufufafa aje ga bisa palgi nangkep bjorka.,1 hari yang lalu,"['nagkep', 'fufufafa', 'aje', 'ga', 'bisa', 'palgi', 'nangkep', 'bjorka', '.']","['nagkep', 'fufufafa', 'aje', 'ga', 'bisa', 'palgi', 'nangkep', 'bjorka']","['nagkep', 'fufufafa', 'aje', 'ga', 'palgi', 'nangkep', 'bjorka']"
@yockonade,aw lawak sih pemerintah konoha,15 jam yang lalu,"['aw', 'lawak', 'sih', 'pemerintah', 'konoha']","['aw', 'lawak', 'sih', 'pemerintah', 'konoha']","['aw', 'lawak', 'sih', 'pemerintah', 'konoha']"
@khanzadu6420,pegasus🦄,10 jam yang lalu,['pegasus🦄'],['pegasus'],['pegasus']
@bs_chanel1,apakah kalian tau singkatan dari bjorka?,2 jam yang lalu,"['apakah', 'kalian', 'tau', 'singkatan', 'dari', 'bjorka', '?']","['apakah', 'kalian', 'tau', 'singkatan', 'dari', 'bjorka']","['tau', 'singkatan', 'bjorka']"
@rnsrns2640,tidak ada untungnya buat bjorka. dari vidio diatas sudah disimpulkan. kalo bjorka bermain karna uang.,2 hari yang lalu,"['tidak', 'ada', 'untungnya', 'buat', 'bjorka', '.', 'dari', 'vidio', 'diatas', 'sudah', 'disimpulkan', '.', 'kalo', 'bjorka', 'bermain', 'karna', 'uang', '.']","['tidak', 'ada', 'untungnya', 'buat', 'bjorka', 'dari', 'vidio', 'diatas', 'sudah', 'disimpulkan', 'kalo', 'bjorka', 'bermain', 'karna', 'uang']","['untungnya', 'bjorka', 'vidio', 'diatas', 'disimpulkan', 'kalo', 'bjorka', 'bermain', 'karna', 'uang']"
@adiyngrh,ngimpiiii,2 hari yang lalu,['ngimpiiii'],['ngimpiiii'],['ngimpiiii']
@maxs0354,untung apa dia buat medsos live tt lagi retas data koruptor ya di tangkap dia gk dpt cuan di tangkap 😂,2 hari yang lalu,"['untung', 'apa', 'dia', 'buat', 'medsos', 'live', 'tt', 'lagi', 'retas', 'data', 'koruptor', 'ya', 'di', 'tangkap', 'dia', 'gk', 'dpt', 'cuan', 'di', 'tangkap', '😂']","['untung', 'apa', 'dia', 'buat', 'medsos', 'live', 'tt', 'lagi', 'retas', 'data', 'koruptor', 'ya', 'di', 'tangkap', 'dia', 'gk', 'dpt', 'cuan', 'di', 'tangkap']","['untung', 'medsos', 'live', 'tt', 'retas', 'data', 'koruptor', 'tangkap', 'gk', 'dpt', 'cuan', 'tangkap']"
@a.mahardika782,hacker bukan dia doang dan ga semua hacker tujuannya baik.,2 hari yang lalu,"['hacker', 'bukan', 'dia', 'doang', 'dan', 'ga', 'semua', 'hacker', 'tujuannya', 'baik', '.']","['hacker', 'bukan', 'dia', 'doang', 'dan', 'ga', 'semua', 'hacker', 'tujuannya', 'baik']","['hacker', 'doang', 'ga', 'hacker', 'tujuannya']"
@agusbommel4912,hebat doang gak dpt duit buat apa 😂,2 hari yang lalu,"['hebat', 'doang', 'gak', 'dpt', 'duit', 'buat', 'apa', '😂']","['hebat', 'doang', 'gak', 'dpt', 'duit', 'buat', 'apa']","['hebat', 'doang', 'gak', 'dpt', 'duit']"
@randiart,"untuk apa?? kamu pikir pemerintah dan kepolisian gak ada yg tau tentang para koruptor?? mudah banget loh bagi mereka untuk tau, yg penting itu eksekusinya bukan cuma taunya aja, dan masalahnya koruptor itu disemua lini, bukan cuma pejabatnya aja.. jadi ya saling tutup aja 😅😅",2 hari yang lalu,"['untuk', 'apa', '?', '?', 'kamu', 'pikir', 'pemerintah', 'dan', 'kepolisian', 'gak', 'ada', 'yg', 'tau', 'tentang', 'para', 'koruptor', '?', '?', 'mudah', 'banget', 'loh', 'bagi', 'mereka', 'untuk', 'tau', ',', 'yg', 'penting', 'itu', 'eksekusinya', 'bukan', 'cuma', 'taunya', 'aja', ',', 'dan', 'masalahnya', 'koruptor', 'itu', 'disemua', 'lini', ',', 'bukan', 'cuma', 'pejabatnya', 'aja', '..', 'jadi', 'ya', 'saling', 'tutup', 'aja', '😅😅']","['untuk', 'apa', 'kamu', 'pikir', 'pemerintah', 'dan', 'kepolisian', 'gak', 'ada', 'yg', 'tau', 'tentang', 'para', 'koruptor', 'mudah', 'banget', 'loh', 'bagi', 'mereka', 'untuk', 'tau', 'yg', 'penting', 'itu', 'eksekusinya', 'bukan', 'cuma', 'taunya', 'aja', 'dan', 'masalahnya', 'koruptor', 'itu', 'disemua', 'lini', 'bukan', 'cuma', 'pejabatnya', 'aja', 'jadi', 'ya', 'saling', 'tutup', 'aja']","['pikir', 'pemerintah', 'kepolisian', 'gak', 'yg', 'tau', 'koruptor', 'mudah', 'banget', 'loh', 'tau', 'yg', 'eksekusinya', 'taunya', 'aja', 'koruptor', 'disemua', 'lini', 'pejabatnya', 'aja', 'tutup', 'aja']"
@ekipatidol,kpk gak kerja nanti,2 hari yang lalu,"['kpk', 'gak', 'kerja', 'nanti']","['kpk', 'gak', 'kerja', 'nanti']","['kpk', 'gak', 'kerja']"
@melvin_saputra,"membasmi gimana , maling aja banyak kok",2 hari yang lalu,"['membasmi', 'gimana', ',', 'maling', 'aja', 'banyak', 'kok']","['membasmi', 'gimana', 'maling', 'aja', 'banyak', 'kok']","['membasmi', 'gimana', 'maling', 'aja']"
@bajajbajuri1638,karena kalau dapet data bukan dari jalur resmi (sesuai hukum berlaku) ga akan bisa dijadikan bukti sah... kecuali make hukum rimba ya,2 hari yang lalu,"['karena', 'kalau', 'dapet', 'data', 'bukan', 'dari', 'jalur', 'resmi', '(', 'sesuai', 'hukum', 'berlaku', ')', 'ga', 'akan', 'bisa', 'dijadikan', 'bukti', 'sah', '...', 'kecuali', 'make', 'hukum', 'rimba', 'ya']","['karena', 'kalau', 'dapet', 'data', 'bukan', 'dari', 'jalur', 'resmi', 'sesuai', 'hukum', 'berlaku', 'ga', 'akan', 'bisa', 'dijadikan', 'bukti', 'sah', 'kecuali', 'make', 'hukum', 'rimba', 'ya']","['dapet', 'data', 'jalur', 'resmi', 'sesuai', 'hukum', 'berlaku', 'ga', 'dijadikan', 'bukti', 'sah', 'make', 'hukum', 'rimba']"
@kariayam1399,knp ga lu aja der dripda nyuruh org lain,2 hari yang lalu,"['knp', 'ga', 'lu', 'aja', 'der', 'dripda', 'nyuruh', 'org', 'lain']","['knp', 'ga', 'lu', 'aja', 'der', 'dripda', 'nyuruh', 'org', 'lain']","['knp', 'ga', 'lu', 'aja', 'der', 'dripda', 'nyuruh', 'org']"
@lovelylily7418,mempublikasi iya. membasmi kayanya engga deh,2 hari yang lalu,"['mempublikasi', 'iya', '.', 'membasmi', 'kayanya', 'engga', 'deh']","['mempublikasi', 'iya', 'membasmi', 'kayanya', 'engga', 'deh']","['mempublikasi', 'iya', 'membasmi', 'kayanya', 'engga', 'deh']"
@ramz9471,"untung nya apa buat dia?? 
dia bisa memensiunkan pejabat aktif dan aparat aktif. tapi balik lagi untung nya apa??",2 hari yang lalu,"['untung', 'nya', 'apa', 'buat', 'dia', '?', '?', 'dia', 'bisa', 'memensiunkan', 'pejabat', 'aktif', 'dan', 'aparat', 'aktif', '.', 'tapi', 'balik', 'lagi', 'untung', 'nya', 'apa', '?', '?']","['untung', 'nya', 'apa', 'buat', 'dia', 'dia', 'bisa', 'memensiunkan', 'pejabat', 'aktif', 'dan', 'aparat', 'aktif', 'tapi', 'balik', 'lagi', 'untung', 'nya', 'apa']","['untung', 'nya', 'memensiunkan', 'pejabat', 'aktif', 'aparat', 'aktif', 'untung', 'nya']"
@ritz_hiver,"​ @ramz9471  mana bisa, jangan berlebihan lah",2 hari yang lalu,"['\u200b', '@', 'ramz9471', 'mana', 'bisa', ',', 'jangan', 'berlebihan', 'lah']","['ramz9471', 'mana', 'bisa', 'jangan', 'berlebihan', 'lah']",['ramz9471']
@stevenwijayasw,loh lhkpn emang gak bukti? wakakakaka,1 hari yang lalu,"['loh', 'lhkpn', 'emang', 'gak', 'bukti', '?', 'wakakakaka']","['loh', 'lhkpn', 'emang', 'gak', 'bukti', 'wakakakaka']","['loh', 'lhkpn', 'emang', 'gak', 'bukti', 'wakakakaka']"
@ayuendah717,mau bayar berapa kita ke bjorka,1 hari yang lalu,"['mau', 'bayar', 'berapa', 'kita', 'ke', 'bjorka']","['mau', 'bayar', 'berapa', 'kita', 'ke', 'bjorka']","['bayar', 'bjorka']"
@suparmaji09, @adiyngrh  haha mimpi basah warga konoha,1 hari yang lalu,"['@', 'adiyngrh', 'haha', 'mimpi', 'basah', 'warga', 'konoha']","['adiyngrh', 'haha', 'mimpi', 'basah', 'warga', 'konoha']","['adiyngrh', 'haha', 'mimpi', 'basah', 'warga', 'konoha']"
@wicaksonoluhung2975,logikanya bang. orang korup kaga didata. mereka cenderung menghindari transaksi digital.,1 hari yang lalu,"['logikanya', 'bang', '.', 'orang', 'korup', 'kaga', 'didata', '.', 'mereka', 'cenderung', 'menghindari', 'transaksi', 'digital', '.']","['logikanya', 'bang', 'orang', 'korup', 'kaga', 'didata', 'mereka', 'cenderung', 'menghindari', 'transaksi', 'digital']","['logikanya', 'bang', 'orang', 'korup', 'kaga', 'didata', 'cenderung', 'menghindari', 'transaksi', 'digital']"
@revanadiprastya94,kerjan lu apa emng merasa tersakiti banget lu wkwkw..,1 hari yang lalu,"['kerjan', 'lu', 'apa', 'emng', 'merasa', 'tersakiti', 'banget', 'lu', 'wkwkw', '..']","['kerjan', 'lu', 'apa', 'emng', 'merasa', 'tersakiti', 'banget', 'lu', 'wkwkw']","['kerjan', 'lu', 'emng', 'tersakiti', 'banget', 'lu', 'wkwkw']"
@andresaprilia9727,wkwkwkwk. kocak,1 hari yang lalu,"['wkwkwkwk', '.', 'kocak']","['wkwkwkwk', 'kocak']","['wkwkwkwk', 'kocak']"
@inalantony,mimpi bjorka itu anak buah sambo,1 hari yang lalu,"['mimpi', 'bjorka', 'itu', 'anak', 'buah', 'sambo']","['mimpi', 'bjorka', 'itu', 'anak', 'buah', 'sambo']","['mimpi', 'bjorka', 'anak', 'buah', 'sambo']"
@ረ.............ን,bjorka: trus polisi dan kpk ngapain? 😂,1 hari yang lalu,"['bjorka', ':', 'trus', 'polisi', 'dan', 'kpk', 'ngapain', '?', '😂']","['bjorka', 'trus', 'polisi', 'dan', 'kpk', 'ngapain']","['bjorka', 'trus', 'polisi', 'kpk', 'ngapain']"
@jsman-e9x7l,yg ini gua setuju,1 hari yang lalu,"['yg', 'ini', 'gua', 'setuju']","['yg', 'ini', 'gua', 'setuju']","['yg', 'gua', 'setuju']"
@bakoelsegogoreng,dia lg ketawa liat ketikanlu  broo😂,1 hari yang lalu,"['dia', 'lg', 'ketawa', 'liat', 'ketikanlu', 'broo😂']","['dia', 'lg', 'ketawa', 'liat', 'ketikanlu', 'broo']","['lg', 'ketawa', 'liat', 'ketikanlu', 'broo']"
@kakakuyy452,99% pjabat konoha pda korup💯,1 hari yang lalu,"['99', '%', 'pjabat', 'konoha', 'pda', 'korup💯']","['99', 'pjabat', 'konoha', 'pda', 'korup']","['99', 'pjabat', 'konoha', 'pda', 'korup']"
@cristironaldo71,"bjorka juga suka kalo pemerintah ini bobrok, karna kebobrokannya bisa lebih mudah curi uang🤣",1 hari yang lalu,"['bjorka', 'juga', 'suka', 'kalo', 'pemerintah', 'ini', 'bobrok', ',', 'karna', 'kebobrokannya', 'bisa', 'lebih', 'mudah', 'curi', 'uang🤣']","['bjorka', 'juga', 'suka', 'kalo', 'pemerintah', 'ini', 'bobrok', 'karna', 'kebobrokannya', 'bisa', 'lebih', 'mudah', 'curi', 'uang']","['bjorka', 'suka', 'kalo', 'pemerintah', 'bobrok', 'karna', 'kebobrokannya', 'mudah', 'curi', 'uang']"
@muliaulva9989,ni hacker bukan robbin hood 😂😂,1 hari yang lalu,"['ni', 'hacker', 'bukan', 'robbin', 'hood', '😂😂']","['ni', 'hacker', 'bukan', 'robbin', 'hood']","['ni', 'hacker', 'robbin', 'hood']"
@goesbye,"aslinya eneg gw kalau udah pada bahas korap korup
aslinya kalian kebanyakan itu munafik,kalian teriak hukum koruptor bukan karena benci sama praktek korup,,tapi karena belum dapat kesempatan korup..praktek korup itu bukan cuma pejabat,tapi mayoritas rakyatnya juga wkwk😂😂",1 hari yang lalu,"['aslinya', 'eneg', 'gw', 'kalau', 'udah', 'pada', 'bahas', 'korap', 'korup', 'aslinya', 'kalian', 'kebanyakan', 'itu', 'munafik', ',', 'kalian', 'teriak', 'hukum', 'koruptor', 'bukan', 'karena', 'benci', 'sama', 'praktek', 'korup', ',', ',tapi', 'karena', 'belum', 'dapat', 'kesempatan', 'korup', '..', 'praktek', 'korup', 'itu', 'bukan', 'cuma', 'pejabat', ',', 'tapi', 'mayoritas', 'rakyatnya', 'juga', 'wkwk😂😂']","['aslinya', 'eneg', 'gw', 'kalau', 'udah', 'pada', 'bahas', 'korap', 'korup', 'aslinya', 'kalian', 'kebanyakan', 'itu', 'munafik', 'kalian', 'teriak', 'hukum', 'koruptor', 'bukan', 'karena', 'benci', 'sama', 'praktek', 'korup', 'tapi', 'karena', 'belum', 'dapat', 'kesempatan', 'korup', 'praktek', 'korup', 'itu', 'bukan', 'cuma', 'pejabat', 'tapi', 'mayoritas', 'rakyatnya', 'juga', 'wkwk']","['aslinya', 'eneg', 'gw', 'udah', 'bahas', 'korap', 'korup', 'aslinya', 'kebanyakan', 'munafik', 'teriak', 'hukum', 'koruptor', 'benci', 'praktek', 'korup', 'kesempatan', 'korup', 'praktek', 'korup', 'pejabat', 'mayoritas', 'rakyatnya', 'wkwk']"
@dediyusuf2930,bjorka gak butuh pengakuan...dari dulu emang udah diakui,1 hari yang lalu,"['bjorka', 'gak', 'butuh', 'pengakuan', '...', 'dari', 'dulu', 'emang', 'udah', 'diakui']","['bjorka', 'gak', 'butuh', 'pengakuan', 'dari', 'dulu', 'emang', 'udah', 'diakui']","['bjorka', 'gak', 'butuh', 'pengakuan', 'emang', 'udah', 'diakui']"
@xinting90,"orang korup banyak duit, bisa menyewa orang yg lebih hebat. malah celaka sendiri nantinya",1 hari yang lalu,"['orang', 'korup', 'banyak', 'duit', ',', 'bisa', 'menyewa', 'orang', 'yg', 'lebih', 'hebat', '.', 'malah', 'celaka', 'sendiri', 'nantinya']","['orang', 'korup', 'banyak', 'duit', 'bisa', 'menyewa', 'orang', 'yg', 'lebih', 'hebat', 'malah', 'celaka', 'sendiri', 'nantinya']","['orang', 'korup', 'duit', 'menyewa', 'orang', 'yg', 'hebat', 'celaka']"
@kadekyogadewantara3288,"selama penegakan hukum masi bgini2 aj, ga ad gunanya 😂",1 hari yang lalu,"['selama', 'penegakan', 'hukum', 'masi', 'bgini2', 'aj', ',', 'ga', 'ad', 'gunanya', '😂']","['selama', 'penegakan', 'hukum', 'masi', 'bgini2', 'aj', 'ga', 'ad', 'gunanya']","['penegakan', 'hukum', 'masi', 'bgini2', 'aj', 'ga', 'ad', 'gunanya']"
@gmbzsf,"yaa kalo lu mau beli datanya,mungkin bisa diusahakan sama si byorka itu 🤣😆 kan udah dibilang kalo dia tuh jualan data.. bukan sekedar ngehack ngeshare doang buat validasi .",1 hari yang lalu,"['yaa', 'kalo', 'lu', 'mau', 'beli', 'datanya', ',', 'mungkin', 'bisa', 'diusahakan', 'sama', 'si', 'byorka', 'itu', '🤣😆', 'kan', 'udah', 'dibilang', 'kalo', 'dia', 'tuh', 'jualan', 'data', '..', 'bukan', 'sekedar', 'ngehack', 'ngeshare', 'doang', 'buat', 'validasi', '.']","['yaa', 'kalo', 'lu', 'mau', 'beli', 'datanya', 'mungkin', 'bisa', 'diusahakan', 'sama', 'si', 'byorka', 'itu', 'kan', 'udah', 'dibilang', 'kalo', 'dia', 'tuh', 'jualan', 'data', 'bukan', 'sekedar', 'ngehack', 'ngeshare', 'doang', 'buat', 'validasi']","['yaa', 'kalo', 'lu', 'beli', 'datanya', 'diusahakan', 'si', 'byorka', 'udah', 'dibilang', 'kalo', 'tuh', 'jualan', 'data', 'sekedar', 'ngehack', 'ngeshare', 'doang', 'validasi']"
@blaster-75,motif bjorka bukan jadi pahlawan tapi demi uang dan dia ga butuh validasi dari rakyat indonesia😂. lo gausah mimpi!,1 hari yang lalu,"['motif', 'bjorka', 'bukan', 'jadi', 'pahlawan', 'tapi', 'demi', 'uang', 'dan', 'dia', 'ga', 'butuh', 'validasi', 'dari', 'rakyat', 'indonesia😂', '.', 'lo', 'gausah', 'mimpi', '!']","['motif', 'bjorka', 'bukan', 'jadi', 'pahlawan', 'tapi', 'demi', 'uang', 'dan', 'dia', 'ga', 'butuh', 'validasi', 'dari', 'rakyat', 'indonesia', 'lo', 'gausah', 'mimpi']","['motif', 'bjorka', 'pahlawan', 'uang', 'ga', 'butuh', 'validasi', 'rakyat', 'indonesia', 'lo', 'gausah', 'mimpi']"
@agus-sv2u,"bismillah,.assalamualaikum. saya jual rumah dgn harga tanah kosong saja.. luas tanah 700m dan luas bangunan 500mpersegi  sangat cocok untuk segala macam tempat usaha.dan rumah pribadi,lokasi di jln kedung baruk no 140.sby timur..persis di depan indomart rumah ini.nol jln raya saya jual cuman dengan harga tanah kosong saja.surat shm ready..ada 14 kamar kos..penuh penghuninya.",1 hari yang lalu,"['bismillah', ',', '.assalamualaikum', '.', 'saya', 'jual', 'rumah', 'dgn', 'harga', 'tanah', 'kosong', 'saja', '..', 'luas', 'tanah', '700m', 'dan', 'luas', 'bangunan', '500mpersegi', 'sangat', 'cocok', 'untuk', 'segala', 'macam', 'tempat', 'usaha.dan', 'rumah', 'pribadi', ',', 'lokasi', 'di', 'jln', 'kedung', 'baruk', 'no', '140.sby', 'timur', '..', 'persis', 'di', 'depan', 'indomart', 'rumah', 'ini.nol', 'jln', 'raya', 'saya', 'jual', 'cuman', 'dengan', 'harga', 'tanah', 'kosong', 'saja.surat', 'shm', 'ready', '..', 'ada', '14', 'kamar', 'kos', '..', 'penuh', 'penghuninya', '.']","['bismillah', 'assalamualaikum', 'saya', 'jual', 'rumah', 'dgn', 'harga', 'tanah', 'kosong', 'saja', 'luas', 'tanah', '700m', 'dan', 'luas', 'bangunan', '500mpersegi', 'sangat', 'cocok', 'untuk', 'segala', 'macam', 'tempat', 'usahadan', 'rumah', 'pribadi', 'lokasi', 'di', 'jln', 'kedung', 'baruk', 'no', '140sby', 'timur', 'persis', 'di', 'depan', 'indomart', 'rumah', 'ininol', 'jln', 'raya', 'saya', 'jual', 'cuman', 'dengan', 'harga', 'tanah', 'kosong', 'sajasurat', 'shm', 'ready', 'ada', '14', 'kamar', 'kos', 'penuh', 'penghuninya']","['bismillah', 'assalamualaikum', 'jual', 'rumah', 'dgn', 'harga', 'tanah', 'kosong', 'luas', 'tanah', '700m', 'luas', 'bangunan', '500mpersegi', 'cocok', 'usahadan', 'rumah', 'pribadi', 'lokasi', 'jln', 'kedung', 'baruk', 'no', '140sby', 'timur', 'persis', 'indomart', 'rumah', 'ininol', 'jln', 'raya', 'jual', 'cuman', 'harga', 'tanah', 'kosong', 'sajasurat', 'shm', 'ready', '14', 'kamar', 'kos', 'penuh', 'penghuninya']"
